dir,speed,ti
10.0,8.0550061514824,0.04566106991052402
40.0,8.0550061514824,0.04566106991052402
70.0,8.0550061514824,0.04566106991052402
100.0,8.0550061514824,0.04566106991052402
130.0,8.0550061514824,0.04566106991052402
160.0,8.0550061514824,0.04566106991052402
190.0,8.0550061514824,0.04566106991052402
220.0,8.0550061514824,0.04566106991052402
250.0,8.0550061514824,0.04566106991052402
280.0,8.0550061514824,0.04566106991052402
310.0,8.0550061514824,0.04566106991052402
340.0,8.0550061514824,0.04566106991052402
