dir,speed,ti
10.0,8.0825357327383,0.0814907600436337
40.0,8.0825357327383,0.0814907600436337
70.0,8.0825357327383,0.0814907600436337
100.0,8.0825357327383,0.0814907600436337
130.0,8.0825357327383,0.0814907600436337
160.0,8.0825357327383,0.0814907600436337
190.0,8.0825357327383,0.0814907600436337
220.0,8.0825357327383,0.0814907600436337
250.0,8.0825357327383,0.0814907600436337
280.0,8.0825357327383,0.0814907600436337
310.0,8.0825357327383,0.0814907600436337
340.0,8.0825357327383,0.0814907600436337
