dir,speed,ti
10.0,8.172423500167506,0.049725304364438866
40.0,8.172423500167506,0.049725304364438866
70.0,8.172423500167506,0.049725304364438866
100.0,8.172423500167506,0.049725304364438866
130.0,8.172423500167506,0.049725304364438866
160.0,8.172423500167506,0.049725304364438866
190.0,8.172423500167506,0.049725304364438866
220.0,8.172423500167506,0.049725304364438866
250.0,8.172423500167506,0.049725304364438866
280.0,8.172423500167506,0.049725304364438866
310.0,8.172423500167506,0.049725304364438866
340.0,8.172423500167506,0.049725304364438866
