dir,speed,ti
10.0,8.185925654923999,0.02947708881334323
40.0,8.185925654923999,0.02947708881334323
70.0,8.185925654923999,0.02947708881334323
100.0,8.185925654923999,0.02947708881334323
130.0,8.185925654923999,0.02947708881334323
160.0,8.185925654923999,0.02947708881334323
190.0,8.185925654923999,0.02947708881334323
220.0,8.185925654923999,0.02947708881334323
250.0,8.185925654923999,0.02947708881334323
280.0,8.185925654923999,0.02947708881334323
310.0,8.185925654923999,0.02947708881334323
340.0,8.185925654923999,0.02947708881334323
