dir,speed,ti
10.0,7.827,0.158
40.0,7.827,0.158
70.0,7.827,0.158
100.0,7.827,0.158
130.0,7.827,0.158
160.0,7.827,0.158
190.0,7.827,0.158
220.0,7.827,0.158
250.0,7.827,0.158
280.0,7.827,0.158
310.0,7.827,0.158
340.0,7.827,0.158
