dir,speed,ti #was 8.0550061514824
10.0,8.0550061514824,0.051
40.0,8.0550061514824,0.051
70.0,8.0550061514824,0.051
100.0,8.0550061514824,0.051
130.0,8.0550061514824,0.051
160.0,8.0550061514824,0.051
190.0,8.0550061514824,0.051
220.0,8.0550061514824,0.051
250.0,8.0550061514824,0.051
280.0,8.0550061514824,0.051
310.0,8.0550061514824,0.051
340.0,8.0550061514824,0.051
