dir,speed,ti
10.0,7.959,0.1
40.0,7.959,0.1
70.0,7.959,0.1
100.0,7.959,0.1
130.0,7.959,0.1
160.0,7.959,0.1
190.0,7.959,0.1
220.0,7.959,0.1
250.0,7.959,0.1
280.0,7.959,0.1
310.0,7.959,0.1
340.0,7.959,0.1
