dir,speed,ti
10.0,8.083062137180365,0.13575294690900067
40.0,8.083062137180365,0.13575294690900067
70.0,8.083062137180365,0.13575294690900067
100.0,8.083062137180365,0.13575294690900067
130.0,8.083062137180365,0.13575294690900067
160.0,8.083062137180365,0.13575294690900067
190.0,8.083062137180365,0.13575294690900067
220.0,8.083062137180365,0.13575294690900067
250.0,8.083062137180365,0.13575294690900067
280.0,8.083062137180365,0.13575294690900067
310.0,8.083062137180365,0.13575294690900067
340.0,8.083062137180365,0.13575294690900067
