dir,speed,ti
10.0,8.055698333015572,0.060879000818733556
40.0,8.055698333015572,0.060879000818733556
70.0,8.055698333015572,0.060879000818733556
100.0,8.055698333015572,0.060879000818733556
130.0,8.055698333015572,0.060879000818733556
160.0,8.055698333015572,0.060879000818733556
190.0,8.055698333015572,0.060879000818733556
220.0,8.055698333015572,0.060879000818733556
250.0,8.055698333015572,0.060879000818733556
280.0,8.055698333015572,0.060879000818733556
310.0,8.055698333015572,0.060879000818733556
340.0,8.055698333015572,0.060879000818733556
