dir,speed,ti
10.0,8.203580374840586,0.07014905304692638
40.0,8.203580374840586,0.07014905304692638
70.0,8.203580374840586,0.07014905304692638
100.0,8.203580374840586,0.07014905304692638
130.0,8.203580374840586,0.07014905304692638
160.0,8.203580374840586,0.07014905304692638
190.0,8.203580374840586,0.07014905304692638
220.0,8.203580374840586,0.07014905304692638
250.0,8.203580374840586,0.07014905304692638
280.0,8.203580374840586,0.07014905304692638
310.0,8.203580374840586,0.07014905304692638
340.0,8.203580374840586,0.07014905304692638
