dir,speed,ti
10.0,8.040296456030557,0.3917079698636537
40.0,8.040296456030557,0.3917079698636537
70.0,8.040296456030557,0.3917079698636537
100.0,8.040296456030557,0.3917079698636537
130.0,8.040296456030557,0.3917079698636537
160.0,8.040296456030557,0.3917079698636537
190.0,8.040296456030557,0.3917079698636537
220.0,8.040296456030557,0.3917079698636537
250.0,8.040296456030557,0.3917079698636537
280.0,8.040296456030557,0.3917079698636537
310.0,8.040296456030557,0.3917079698636537
340.0,8.040296456030557,0.3917079698636537
