dir,speed,ti
10.0,8.30136447168833,0.014994737347538268
40.0,8.30136447168833,0.014994737347538268
70.0,8.30136447168833,0.014994737347538268
100.0,8.30136447168833,0.014994737347538268
130.0,8.30136447168833,0.014994737347538268
160.0,8.30136447168833,0.014994737347538268
190.0,8.30136447168833,0.014994737347538268
220.0,8.30136447168833,0.014994737347538268
250.0,8.30136447168833,0.014994737347538268
280.0,8.30136447168833,0.014994737347538268
310.0,8.30136447168833,0.014994737347538268
340.0,8.30136447168833,0.014994737347538268
