dir,speed,ti
10.0,8.041216561106456,0.0887203753480385
40.0,8.041216561106456,0.0887203753480385
70.0,8.041216561106456,0.0887203753480385
100.0,8.041216561106456,0.0887203753480385
130.0,8.041216561106456,0.0887203753480385
160.0,8.041216561106456,0.0887203753480385
190.0,8.041216561106456,0.0887203753480385
220.0,8.041216561106456,0.0887203753480385
250.0,8.041216561106456,0.0887203753480385
280.0,8.041216561106456,0.0887203753480385
310.0,8.041216561106456,0.0887203753480385
340.0,8.041216561106456,0.0887203753480385
