dir,speed,ti
10.0,8.129519956938653,0.042244746018154616
40.0,8.129519956938653,0.042244746018154616
70.0,8.129519956938653,0.042244746018154616
100.0,8.129519956938653,0.042244746018154616
130.0,8.129519956938653,0.042244746018154616
160.0,8.129519956938653,0.042244746018154616
190.0,8.129519956938653,0.042244746018154616
220.0,8.129519956938653,0.042244746018154616
250.0,8.129519956938653,0.042244746018154616
280.0,8.129519956938653,0.042244746018154616
310.0,8.129519956938653,0.042244746018154616
340.0,8.129519956938653,0.042244746018154616
