wec,aep,xs,ys,x,y
3.0,2.3739361471464893e11,"[0.0, 645.6000000000001, 322.8000000000004, -322.7999999999997, -645.5999999999999, -322.8000000000002, 322.79999999999995, 1291.2, 1118.2120013664673, 645.6000000000001, 0.0, -645.5999999999995, -1118.212001366467, -1291.1999999999998, -1118.2120013664673, -645.6000000000004, -2.2737367544323206e-13, 645.5999999999992, 1118.212001366467, 1936.8, 1831.858833725789, 1528.4073385989352, 1059.3291926515165, 475.4562914943001, -159.93967631081318, -778.0036984678709, -1311.758947924735, -1703.3647613367277, -1910.3845724303924, -1910.3845724303926, -1703.364761336728, -1311.7589479247358, -778.0036984678718, -159.9396763108141, 475.4562914942992, 1059.3291926515155, 1528.4073385989352, 1831.858833725789]","[0.0, 0.0, 559.1060006832333, 559.1060006832333, 0.0, -559.1060006832333, -559.1060006832338, 0.0, 645.6000000000001, 1118.2120013664673, 1291.2, 1118.2120013664673, 645.6000000000006, 2.2737367544323206e-13, -645.5999999999995, -1118.212001366467, -1291.1999999999998, -1118.2120013664676, -645.6000000000004, 0.0, 628.8779319556309, 1189.6071819373485, 1621.4240350988655, 1877.5344350712946, 1930.1848460553185, 1773.669779065515, 1424.9500701917216, 921.8149108342043, 318.7868024557258, -318.78680245572514, -921.8149108342039, -1424.9500701917204, -1773.6697790655148, -1930.184846055318, -1877.5344350712953, -1621.4240350988657, -1189.607181937349, -628.8779319556313]","[-184.2793090745616, 1212.2037731258245, 214.90840707898548, -741.3033908377838, -553.999055270616, 26.37267845576861, 488.4074529262373, 1831.5685805866815, 1238.2372675415802, 354.5893424752201, -58.394638644023246, -993.320984211291, -1421.3414624410523, -877.8705455828714, -971.6937193953411, -813.0587305401332, 241.42615742881551, 872.1279776744416, 832.4569952696907, 1925.0982569640037, 1666.5311016299077, 1328.3337917142276, 861.2327075710091, 424.33637596172747, -491.07737231470554, -842.6677739476978, -1174.1817520137658, -1490.1780110260543, -1781.5092265207725, -1924.6458723566318, -1858.4634162124642, -1304.8991309767464, -511.7422409126865, -46.59127152991614, 468.2116416580139, 1084.4987946602678, 1477.9253690306566, 1789.934618258698]","[-219.73727242437897, 139.3190478578845, 661.3570439693102, 237.6740875345772, -523.2378851119399, -831.6666185086513, -978.5347411736249, 629.7227759956658, 792.6618873852326, 1311.87955007998, 1935.1318911281192, 480.6761749810403, 398.16505647192827, -362.7287229134032, -963.6252402192879, -1417.8893630513637, -1336.9343941434533, -1126.6534837088961, -289.8740591382494, -212.5816102915661, 986.8476717813169, 1409.5118225080992, 1730.8699651490083, 1886.0792116397492, 1873.2754306586965, 1743.8765044434856, 1540.2894056760513, 1237.159543249953, 759.8809879325574, 215.22272969936344, -545.2595403139064, -1428.6861423751864, -1867.9058531106145, -1935.925133373, -1879.311535513687, -1604.6982844239817, -1251.6199566800647, -739.816397736012]"
2.6,2.722995919583937e11,"[-184.2793090745616, 1212.2037731258245, 214.90840707898548, -741.3033908377838, -553.999055270616, 26.37267845576861, 488.4074529262373, 1831.5685805866815, 1238.2372675415802, 354.5893424752201, -58.394638644023246, -993.320984211291, -1421.3414624410523, -877.8705455828714, -971.6937193953411, -813.0587305401332, 241.42615742881551, 872.1279776744416, 832.4569952696907, 1925.0982569640037, 1666.5311016299077, 1328.3337917142276, 861.2327075710091, 424.33637596172747, -491.07737231470554, -842.6677739476978, -1174.1817520137658, -1490.1780110260543, -1781.5092265207725, -1924.6458723566318, -1858.4634162124642, -1304.8991309767464, -511.7422409126865, -46.59127152991614, 468.2116416580139, 1084.4987946602678, 1477.9253690306566, 1789.934618258698]","[-219.73727242437897, 139.3190478578845, 661.3570439693102, 237.6740875345772, -523.2378851119399, -831.6666185086513, -978.5347411736249, 629.7227759956658, 792.6618873852326, 1311.87955007998, 1935.1318911281192, 480.6761749810403, 398.16505647192827, -362.7287229134032, -963.6252402192879, -1417.8893630513637, -1336.9343941434533, -1126.6534837088961, -289.8740591382494, -212.5816102915661, 986.8476717813169, 1409.5118225080992, 1730.8699651490083, 1886.0792116397492, 1873.2754306586965, 1743.8765044434856, 1540.2894056760513, 1237.159543249953, 759.8809879325574, 215.22272969936344, -545.2595403139064, -1428.6861423751864, -1867.9058531106145, -1935.925133373, -1879.311535513687, -1604.6982844239817, -1251.6199566800647, -739.816397736012]","[-249.58716203866564, 1279.604052031948, 175.99669034367741, -781.1070279587356, -588.451949339338, -171.7523850201231, 450.0766917327788, 1849.584515139504, 1263.2080460025238, 441.783024467817, -15.86064128103526, -996.8632928061334, -1438.510658859518, -974.8921384891764, -1117.9969153789727, -1061.677347746479, 205.23885792046823, 894.048110417916, 842.0087784984829, 1926.9337411333777, 1680.8056102647583, 1325.8252225228703, 824.3392839891159, 462.1421462781, -459.77351441619476, -812.1698936618183, -1157.2873689369203, -1491.6754452475277, -1751.3804761142267, -1927.6318730072192, -1854.4637561843595, -1437.3253494738249, -550.4246649135415, -109.14213904463642, 494.1982033894269, 936.1540430828181, 1508.3096988745926, 1796.8445296928628]","[-253.44615684909704, 122.2735275833243, 678.9646851521546, 223.99486194409374, -606.067650225991, -995.0676832982224, -1005.1356833326317, 574.7645578122274, 852.8941194900113, 1333.6665355055063, 1936.7729871514118, 481.6951082146204, 335.1167891272285, -325.0554472088353, -926.6337322991852, -1619.9475863600844, -1340.162330629325, -1014.2169948575805, -279.3774720444803, -195.28600328000755, 962.3875662294757, 1411.8924579512316, 1752.8085939811488, 1880.9080476270449, 1836.8062538141244, 1758.2977343433467, 1553.0279457887689, 1235.3613146902005, 827.0071329767952, 188.25330181133893, -558.7249270976215, -1298.662456120701, -1857.0210550335066, -1933.7406214039966, -1872.7441037580727, -1695.5510595479866, -1214.9991232226416, -722.8964337613024]"
2.2,3.143449553660985e11,"[-249.58716203866564, 1279.604052031948, 175.99669034367741, -781.1070279587356, -588.451949339338, -171.7523850201231, 450.0766917327788, 1849.584515139504, 1263.2080460025238, 441.783024467817, -15.86064128103526, -996.8632928061334, -1438.510658859518, -974.8921384891764, -1117.9969153789727, -1061.677347746479, 205.23885792046823, 894.048110417916, 842.0087784984829, 1926.9337411333777, 1680.8056102647583, 1325.8252225228703, 824.3392839891159, 462.1421462781, -459.77351441619476, -812.1698936618183, -1157.2873689369203, -1491.6754452475277, -1751.3804761142267, -1927.6318730072192, -1854.4637561843595, -1437.3253494738249, -550.4246649135415, -109.14213904463642, 494.1982033894269, 936.1540430828181, 1508.3096988745926, 1796.8445296928628]","[-253.44615684909704, 122.2735275833243, 678.9646851521546, 223.99486194409374, -606.067650225991, -995.0676832982224, -1005.1356833326317, 574.7645578122274, 852.8941194900113, 1333.6665355055063, 1936.7729871514118, 481.6951082146204, 335.1167891272285, -325.0554472088353, -926.6337322991852, -1619.9475863600844, -1340.162330629325, -1014.2169948575805, -279.3774720444803, -195.28600328000755, 962.3875662294757, 1411.8924579512316, 1752.8085939811488, 1880.9080476270449, 1836.8062538141244, 1758.2977343433467, 1553.0279457887689, 1235.3613146902005, 827.0071329767952, 188.25330181133893, -558.7249270976215, -1298.662456120701, -1857.0210550335066, -1933.7406214039966, -1872.7441037580727, -1695.5510595479866, -1214.9991232226416, -722.8964337613024]","[-285.71762454821595, 1334.8760785597983, 140.65590881562827, -695.0286561198649, -623.0124777570862, -278.79051267457794, 371.6317909209405, 1845.164025104161, 1260.427511752001, 427.4570945556697, -11.160635226367237, -1004.1837316303767, -1439.8247017355518, -983.3095793994507, -1170.4444402558527, -1100.496686153099, 77.11733599982865, 850.7023294845236, 775.152434779324, 1933.8533563405824, 1698.776944502694, 1305.3333512489135, 733.7933685131652, 433.14706338871605, -474.5500602404224, -786.5171429432555, -1119.1210246149044, -1459.8786879984948, -1710.632945926101, -1924.843083173136, -1842.5953979424223, -1468.3414236133635, -613.6347438612789, -211.84663438169454, 437.26413845563076, 874.749418504181, 1519.3759392876327, 1847.1192109841534]","[-229.66070136280896, 181.00085092133148, 727.4263892204433, 365.2335919775191, -538.9680616080108, -1072.3326477144008, -1031.07271249311, 588.6970780293641, 937.4510062504451, 1359.315794234573, 1936.7679115218818, 594.7279925450497, 372.8888244602994, -269.7689058602217, -915.7789013629011, -1593.7696394673412, -1373.0114409844357, -920.3806317009003, -186.29122398289206, -105.85665916929942, 900.3831896052145, 1430.8386330405212, 1739.067380714398, 1887.7441483795508, 1844.8800621350229, 1769.9112267612968, 1580.7474228892086, 1272.7723420738728, 908.256520451997, 214.88052559401234, -596.688072425926, -1262.9996427662315, -1837.0211954432857, -1925.1792852909157, -1886.7947194207693, -1728.0068630920348, -1201.1208250060122, -582.4938399176098]"
1.8,3.6543130999231647e11,"[-285.71762454821595, 1334.8760785597983, 140.65590881562827, -695.0286561198649, -623.0124777570862, -278.79051267457794, 371.6317909209405, 1845.164025104161, 1260.427511752001, 427.4570945556697, -11.160635226367237, -1004.1837316303767, -1439.8247017355518, -983.3095793994507, -1170.4444402558527, -1100.496686153099, 77.11733599982865, 850.7023294845236, 775.152434779324, 1933.8533563405824, 1698.776944502694, 1305.3333512489135, 733.7933685131652, 433.14706338871605, -474.5500602404224, -786.5171429432555, -1119.1210246149044, -1459.8786879984948, -1710.632945926101, -1924.843083173136, -1842.5953979424223, -1468.3414236133635, -613.6347438612789, -211.84663438169454, 437.26413845563076, 874.749418504181, 1519.3759392876327, 1847.1192109841534]","[-229.66070136280896, 181.00085092133148, 727.4263892204433, 365.2335919775191, -538.9680616080108, -1072.3326477144008, -1031.07271249311, 588.6970780293641, 937.4510062504451, 1359.315794234573, 1936.7679115218818, 594.7279925450497, 372.8888244602994, -269.7689058602217, -915.7789013629011, -1593.7696394673412, -1373.0114409844357, -920.3806317009003, -186.29122398289206, -105.85665916929942, 900.3831896052145, 1430.8386330405212, 1739.067380714398, 1887.7441483795508, 1844.8800621350229, 1769.9112267612968, 1580.7474228892086, 1272.7723420738728, 908.256520451997, 214.88052559401234, -596.688072425926, -1262.9996427662315, -1837.0211954432857, -1925.1792852909157, -1886.7947194207693, -1728.0068630920348, -1201.1208250060122, -582.4938399176098]","[-198.33314619741805, 1343.7128367365056, 150.90815963039307, -611.6608012434159, -565.1012814796261, -213.92442712085912, 373.56378379547647, 1838.4777943211047, 1244.0816546059475, 452.34019429461625, -4.630655454603039, -1018.9678695159015, -1345.410337889319, -924.2330061265604, -1187.5341639547412, -1110.2481573111331, 101.3441094382728, 887.593230571725, 793.6638544750913, 1917.8573181351373, 1696.9217381116457, 1335.0777966107714, 707.5324000585362, 423.895903667922, -468.501875423074, -777.6564104965003, -1245.496825607327, -1464.9110895553401, -1695.2706399889817, -1915.1027786567604, -1805.6764264542016, -1467.2942136496422, -606.1726892465053, -170.30373407974145, 449.8935219549781, 909.4331776663118, 1538.9483034190316, 1877.9235404039387]","[-191.7835984550969, 247.96198461909654, 719.6191293151761, 371.7674130554405, -479.3459208449417, -979.7628348803712, -911.9930458817108, 609.2566506662193, 912.0163209112729, 1340.6074611229324, 1936.7944643224632, 500.80379055658625, 348.6045609528863, -226.97285082395555, -957.2072205284287, -1586.9919001273768, -1385.5701266188203, -894.1390684275727, -120.70438709437983, -31.854469883964374, 933.6224506542814, 1403.125627647676, 1681.66424728292, 1889.842983650964, 1848.1578346286553, 1773.8220731563767, 1483.2164223103189, 1266.9766139106214, 839.9035766820019, 289.09459755172526, -700.5190601413432, -1264.215955281738, -1839.4969197790624, -1929.2980393969524, -1883.823258809834, -1710.0074668754187, -1175.9389287264964, -473.9171016057857]"
1.4,4.267907583798146e11,"[-198.33314619741805, 1343.7128367365056, 150.90815963039307, -611.6608012434159, -565.1012814796261, -213.92442712085912, 373.56378379547647, 1838.4777943211047, 1244.0816546059475, 452.34019429461625, -4.630655454603039, -1018.9678695159015, -1345.410337889319, -924.2330061265604, -1187.5341639547412, -1110.2481573111331, 101.3441094382728, 887.593230571725, 793.6638544750913, 1917.8573181351373, 1696.9217381116457, 1335.0777966107714, 707.5324000585362, 423.895903667922, -468.501875423074, -777.6564104965003, -1245.496825607327, -1464.9110895553401, -1695.2706399889817, -1915.1027786567604, -1805.6764264542016, -1467.2942136496422, -606.1726892465053, -170.30373407974145, 449.8935219549781, 909.4331776663118, 1538.9483034190316, 1877.9235404039387]","[-191.7835984550969, 247.96198461909654, 719.6191293151761, 371.7674130554405, -479.3459208449417, -979.7628348803712, -911.9930458817108, 609.2566506662193, 912.0163209112729, 1340.6074611229324, 1936.7944643224632, 500.80379055658625, 348.6045609528863, -226.97285082395555, -957.2072205284287, -1586.9919001273768, -1385.5701266188203, -894.1390684275727, -120.70438709437983, -31.854469883964374, 933.6224506542814, 1403.125627647676, 1681.66424728292, 1889.842983650964, 1848.1578346286553, 1773.8220731563767, 1483.2164223103189, 1266.9766139106214, 839.9035766820019, 289.09459755172526, -700.5190601413432, -1264.215955281738, -1839.4969197790624, -1929.2980393969524, -1883.823258809834, -1710.0074668754187, -1175.9389287264964, -473.9171016057857]","[-183.76563284908949, 1343.9778757255554, 148.98469284952532, -600.6288754217688, -537.652278699801, -195.5544440788088, 372.11334411619555, 1841.576103280483, 1209.1018380045891, 457.4485597817466, -35.955469956556506, -1040.7683094862589, -1341.331264475622, -919.3507671663833, -1139.3072946570576, -1071.4620203671145, 115.01669797600219, 925.1013155820173, 855.8012256952072, 1869.5855988919425, 1677.465197339137, 1384.7611943327952, 672.3907608033027, 421.3411136199913, -447.6612984082052, -715.305601591719, -1267.380782951526, -1471.8432168983645, -1680.1651449901137, -1914.7499028302677, -1798.056088222691, -1483.911945778081, -615.9736235322644, -152.0131741083927, 445.652981097777, 916.8418783830625, 1535.9872437571169, 1881.3765035843319]","[-228.22241807229182, 224.20331773676008, 726.8461832170069, 325.50466296309344, -472.6514837734354, -981.7882165744267, -911.9746104505604, 599.8263881179421, 912.4187987447775, 1338.014123085405, 1936.4662260763228, 507.684633562703, 336.9590858130982, -257.0629936041309, -983.8616933110876, -1613.4321736511104, -1401.412950742552, -891.666942262884, -126.35432648883145, -24.014610844153506, 949.0641975638671, 1354.1161973027342, 1816.3383238173421, 1890.4142155135341, 1883.099826378315, 1799.8700332230824, 1464.5614329996981, 1258.9169094560461, 810.2706484905833, 291.42245908009596, -719.8531404234352, -1244.6684621890458, -1831.6926669536638, -1930.8252730293977, -1884.8309368894115, -1706.0466611589056, -1179.8039782884598, -460.01814290053363]"
1.0,4.964554373681411e11,"[-183.76563284908949, 1343.9778757255554, 148.98469284952532, -600.6288754217688, -537.652278699801, -195.5544440788088, 372.11334411619555, 1841.576103280483, 1209.1018380045891, 457.4485597817466, -35.955469956556506, -1040.7683094862589, -1341.331264475622, -919.3507671663833, -1139.3072946570576, -1071.4620203671145, 115.01669797600219, 925.1013155820173, 855.8012256952072, 1869.5855988919425, 1677.465197339137, 1384.7611943327952, 672.3907608033027, 421.3411136199913, -447.6612984082052, -715.305601591719, -1267.380782951526, -1471.8432168983645, -1680.1651449901137, -1914.7499028302677, -1798.056088222691, -1483.911945778081, -615.9736235322644, -152.0131741083927, 445.652981097777, 916.8418783830625, 1535.9872437571169, 1881.3765035843319]","[-228.22241807229182, 224.20331773676008, 726.8461832170069, 325.50466296309344, -472.6514837734354, -981.7882165744267, -911.9746104505604, 599.8263881179421, 912.4187987447775, 1338.014123085405, 1936.4662260763228, 507.684633562703, 336.9590858130982, -257.0629936041309, -983.8616933110876, -1613.4321736511104, -1401.412950742552, -891.666942262884, -126.35432648883145, -24.014610844153506, 949.0641975638671, 1354.1161973027342, 1816.3383238173421, 1890.4142155135341, 1883.099826378315, 1799.8700332230824, 1464.5614329996981, 1258.9169094560461, 810.2706484905833, 291.42245908009596, -719.8531404234352, -1244.6684621890458, -1831.6926669536638, -1930.8252730293977, -1884.8309368894115, -1706.0466611589056, -1179.8039782884598, -460.01814290053363]","[-208.49799248753885, 1359.6856241409832, 125.72296887709624, -597.7164577406875, -526.4980129697573, -219.94013744750376, 375.2460018978642, 1848.668897861983, 1201.3350117875898, 448.218804779458, -146.14544421885884, -1018.8871851133688, -1305.2742260837788, -926.3915892135426, -1144.5394380078076, -1074.2584440534672, 103.72482921663095, 939.0713959554668, 861.0672960780845, 1820.6300222587956, 1627.645582015456, 1401.6395789282965, 681.6841769405388, 439.7576054842472, -430.10705681181247, -709.5391029841198, -1232.5665044924112, -1482.7595715181403, -1667.135002551829, -1900.0705083076957, -1771.4265376872165, -1455.4275938819917, -632.0424214909654, -197.59568423746867, 443.8724051943515, 885.6024872914693, 1498.6223258393413, 1843.7718413912687]","[-232.03897281219096, 172.26157108893284, 728.3130756517901, 344.1679560277169, -441.20948624208467, -964.7385275767213, -862.0932990811923, 577.596352366179, 908.0132446168075, 1295.1934365535253, 1890.9161328659684, 546.9687749840028, 349.37836547981385, -234.74808359962066, -971.8796729810506, -1611.571604174021, -1359.8342758206197, -851.8158231582214, -133.78831657592752, -48.30428569638223, 944.7769903336109, 1336.637846009487, 1812.8709067350358, 1886.2151229369813, 1845.1814438720626, 1802.1510761702855, 1436.1191320772925, 1246.0410479487975, 800.8906694315685, 327.184683316308, -666.9283024341505, -1192.4487171965484, -1763.1921006868322, -1926.694107993646, -1788.352387820755, -1722.4698767524972, -1163.4232138397088, -429.4635782301589]"
1.0,4.967706629202538e11,"[-208.49799248753885, 1359.6856241409832, 125.72296887709624, -597.7164577406875, -526.4980129697573, -219.94013744750376, 375.2460018978642, 1848.668897861983, 1201.3350117875898, 448.218804779458, -146.14544421885884, -1018.8871851133688, -1305.2742260837788, -926.3915892135426, -1144.5394380078076, -1074.2584440534672, 103.72482921663095, 939.0713959554668, 861.0672960780845, 1820.6300222587956, 1627.645582015456, 1401.6395789282965, 681.6841769405388, 439.7576054842472, -430.10705681181247, -709.5391029841198, -1232.5665044924112, -1482.7595715181403, -1667.135002551829, -1900.0705083076957, -1771.4265376872165, -1455.4275938819917, -632.0424214909654, -197.59568423746867, 443.8724051943515, 885.6024872914693, 1498.6223258393413, 1843.7718413912687]","[-232.03897281219096, 172.26157108893284, 728.3130756517901, 344.1679560277169, -441.20948624208467, -964.7385275767213, -862.0932990811923, 577.596352366179, 908.0132446168075, 1295.1934365535253, 1890.9161328659684, 546.9687749840028, 349.37836547981385, -234.74808359962066, -971.8796729810506, -1611.571604174021, -1359.8342758206197, -851.8158231582214, -133.78831657592752, -48.30428569638223, 944.7769903336109, 1336.637846009487, 1812.8709067350358, 1886.2151229369813, 1845.1814438720626, 1802.1510761702855, 1436.1191320772925, 1246.0410479487975, 800.8906694315685, 327.184683316308, -666.9283024341505, -1192.4487171965484, -1763.1921006868322, -1926.694107993646, -1788.352387820755, -1722.4698767524972, -1163.4232138397088, -429.4635782301589]","[-200.14643328390005, 1368.1870678983785, 137.72208321387146, -571.5436995960333, -510.8596242508153, -210.1824076114646, 380.0421527624982, 1850.5489497934973, 1214.3266506836014, 447.4774279266591, -127.98752329239728, -1011.3552440804729, -1303.4674916318145, -900.6289878394314, -1129.271712306317, -1068.9980222469515, 119.82863301879345, 940.7429913993782, 858.9637672882325, 1824.148152344151, 1635.6211293110355, 1406.7990256883086, 670.0037015952307, 427.61014800237064, -419.37598388755003, -708.5586798344011, -1233.073401133796, -1489.363873623878, -1667.2846904585426, -1895.2959394859586, -1764.074600052127, -1449.7258250124582, -634.9484141247558, -200.20817506780756, 451.70945142329543, 880.7420428058281, 1497.1132887633, 1849.6792626777126]","[-235.73413020405698, 175.51463400263518, 715.6051759805829, 326.7317593594166, -442.1440312004735, -946.1641397903471, -857.8334904658263, 571.5442453946308, 903.6655958926588, 1296.7087913413886, 1885.3042756779864, 538.6170636868918, 339.0728505414774, -240.61315625336792, -977.3722113827422, -1615.0657784357793, -1358.9335099960672, -844.7006406278566, -138.09112759864303, -40.45372750383017, 938.7863541316705, 1331.206498396145, 1817.2202067583896, 1889.0060352809107, 1843.5176713226203, 1802.536778364218, 1431.5892113328207, 1238.1395284636862, 796.4889954012286, 314.0335241923786, -721.4795205785036, -1200.0128159046337, -1768.6837296718322, -1926.4243890305113, -1784.5506830486102, -1724.960200732593, -1165.008469639355, -431.27825914405776]"
