x,y
-200.14643328390005,-235.73413020405698
1368.1870678983785,175.51463400263518
137.72208321387146,715.6051759805829
-571.5436995960333,326.7317593594166
-510.8596242508153,-442.1440312004735
-210.1824076114646,-946.1641397903471
380.0421527624982,-857.8334904658263
1850.5489497934973,571.5442453946308
1214.3266506836014,903.6655958926588
447.4774279266591,1296.7087913413886
-127.98752329239728,1885.3042756779864
-1011.3552440804729,538.6170636868918
-1303.4674916318145,339.0728505414774
-900.6289878394314,-240.61315625336792
-1129.271712306317,-977.3722113827422
-1068.9980222469515,-1615.0657784357793
119.82863301879345,-1358.9335099960672
940.7429913993782,-844.7006406278566
858.9637672882325,-138.09112759864303
1824.148152344151,-40.45372750383017
1635.6211293110355,938.7863541316705
1406.7990256883086,1331.206498396145
670.0037015952307,1817.2202067583896
427.61014800237064,1889.0060352809107
-419.37598388755003,1843.5176713226203
-708.5586798344011,1802.536778364218
-1233.073401133796,1431.5892113328207
-1489.363873623878,1238.1395284636862
-1667.2846904585426,796.4889954012286
-1895.2959394859586,314.0335241923786
-1764.074600052127,-721.4795205785036
-1449.7258250124582,-1200.0128159046337
-634.9484141247558,-1768.6837296718322
-200.20817506780756,-1926.4243890305113
451.70945142329543,-1784.5506830486102
880.7420428058281,-1724.960200732593
1497.1132887633,-1165.008469639355
1849.6792626777126,-431.27825914405776
