x,y
-83.11471892745033,467.6911010340401
781.588477459029,127.60433416992234
1171.8325250929122,1080.0840800624514
-497.5374527113476,649.8177269950766
-390.44157921386926,-470.85795553570296
-228.50448225465084,-1258.5542430699602
573.8836506907597,-460.7631121428823
1787.894553996733,682.9232340393366
974.6790398835486,535.0219641328812
429.7861654777953,1389.844649467878
35.10335166562265,1875.3407486022118
-800.4267924675348,1200.9958945902986
-1174.829000937723,559.8280759673753
-1870.6818188929853,-501.7407423443893
-931.6304665327389,-853.3361585507233
-655.2373082832821,-1249.448237220787
267.8073755364853,-1200.3412773309087
947.5849574667124,-1106.979538948064
1204.9123466673568,-417.5076187511587
1781.871501572849,91.22392048809711
1621.2173821248853,900.6394686667492
1321.3496962989857,1416.0611639668473
827.0288658427246,1670.4126094824317
380.23664954654527,1899.1088253334553
-431.5296391574449,1811.2993696687192
-813.3463091857939,1757.743445823042
-1499.9081879707944,1108.07776709136
-1809.7759010530137,439.4251480147294
-1411.1298317197065,-154.0788284838495
-1650.8937716896094,-824.7106742277037
-1391.8547522143383,-1238.4928523530355
-1170.4529021850356,-1543.1248309230018
-506.4878154344943,-1869.402132502925
-134.3520111620417,-1838.0120142220844
613.8591365008142,-1747.4178084680912
1164.2623016863163,-1437.2512450365402
1667.740069795139,-984.8031781035908
1872.0130651191766,-417.3774252008387
