wec,aep,xs,ys,x,y
3.0,2.4091889469496353e11,"[0.0, 645.6000000000001, 322.8000000000004, -322.7999999999997, -645.5999999999999, -322.8000000000002, 322.79999999999995, 1291.2, 1118.2120013664673, 645.6000000000001, 0.0, -645.5999999999995, -1118.212001366467, -1291.1999999999998, -1118.2120013664673, -645.6000000000004, -2.2737367544323206e-13, 645.5999999999992, 1118.212001366467, 1936.8, 1831.858833725789, 1528.4073385989352, 1059.3291926515165, 475.4562914943001, -159.93967631081318, -778.0036984678709, -1311.758947924735, -1703.3647613367277, -1910.3845724303924, -1910.3845724303926, -1703.364761336728, -1311.7589479247358, -778.0036984678718, -159.9396763108141, 475.4562914942992, 1059.3291926515155, 1528.4073385989352, 1831.858833725789]","[0.0, 0.0, 559.1060006832333, 559.1060006832333, 0.0, -559.1060006832333, -559.1060006832338, 0.0, 645.6000000000001, 1118.2120013664673, 1291.2, 1118.2120013664673, 645.6000000000006, 2.2737367544323206e-13, -645.5999999999995, -1118.212001366467, -1291.1999999999998, -1118.2120013664676, -645.6000000000004, 0.0, 628.8779319556309, 1189.6071819373485, 1621.4240350988655, 1877.5344350712946, 1930.1848460553185, 1773.669779065515, 1424.9500701917216, 921.8149108342043, 318.7868024557258, -318.78680245572514, -921.8149108342039, -1424.9500701917204, -1773.6697790655148, -1930.184846055318, -1877.5344350712953, -1621.4240350988657, -1189.607181937349, -628.8779319556313]","[-98.48795104813692, 955.090906935602, 1027.7466138774596, -575.6794405774671, -543.7216737296313, -336.9850802525246, 538.3351936908225, 1814.463287060369, 985.1752400897996, 450.00674174271467, -73.65555264732667, -849.9707363334782, -1075.7450028437818, -1927.3390469253447, -943.3521365672087, -733.7601226076752, 121.03359747733904, 1012.0857519949509, 1115.1704499123578, 1933.30872819872, 1610.5810052336228, 1085.7106405459963, 770.279767185445, 305.91216379746766, -445.0972682504878, -800.7115358803468, -1491.437594073197, -1853.7056587275542, -1442.4143036005437, -1817.4424072660752, -1617.148535070482, -1314.4350765141633, -815.5886781753111, -263.70935155321666, 637.1775229368476, 1173.0777496774947, 1568.0976292460387, 1894.509682499382]","[407.5257218525286, 33.45699671793309, 1132.0640953614422, 792.8444060062877, -134.06974218064565, -735.9913410828617, -639.6879201784848, 677.434357055396, 610.87328516555, 1467.7240823203092, 1935.399416752048, 1378.424591649548, 631.0908149652346, -191.20326274048494, -613.8502220608993, -1187.2169264459214, -1104.8536007410119, -1029.770089250445, -463.26435189889975, 116.30938056065776, 1075.7430755447713, 1603.8807434065286, 1777.0381165148199, 1893.6993878747653, 1884.963730165888, 1763.5350130241663, 1235.6435160326437, 561.2231986060082, 252.0409467097533, -669.4012850175104, -1065.84470786337, -1422.4819338474388, -1756.704556446579, -1918.7634595290062, -1828.9886057610674, -1541.1304061068317, -1136.7791427464529, -392.25225674678]"
2.6,2.731633147058009e11,"[-98.48795104813692, 955.090906935602, 1027.7466138774596, -575.6794405774671, -543.7216737296313, -336.9850802525246, 538.3351936908225, 1814.463287060369, 985.1752400897996, 450.00674174271467, -73.65555264732667, -849.9707363334782, -1075.7450028437818, -1927.3390469253447, -943.3521365672087, -733.7601226076752, 121.03359747733904, 1012.0857519949509, 1115.1704499123578, 1933.30872819872, 1610.5810052336228, 1085.7106405459963, 770.279767185445, 305.91216379746766, -445.0972682504878, -800.7115358803468, -1491.437594073197, -1853.7056587275542, -1442.4143036005437, -1817.4424072660752, -1617.148535070482, -1314.4350765141633, -815.5886781753111, -263.70935155321666, 637.1775229368476, 1173.0777496774947, 1568.0976292460387, 1894.509682499382]","[407.5257218525286, 33.45699671793309, 1132.0640953614422, 792.8444060062877, -134.06974218064565, -735.9913410828617, -639.6879201784848, 677.434357055396, 610.87328516555, 1467.7240823203092, 1935.399416752048, 1378.424591649548, 631.0908149652346, -191.20326274048494, -613.8502220608993, -1187.2169264459214, -1104.8536007410119, -1029.770089250445, -463.26435189889975, 116.30938056065776, 1075.7430755447713, 1603.8807434065286, 1777.0381165148199, 1893.6993878747653, 1884.963730165888, 1763.5350130241663, 1235.6435160326437, 561.2231986060082, 252.0409467097533, -669.4012850175104, -1065.84470786337, -1422.4819338474388, -1756.704556446579, -1918.7634595290062, -1828.9886057610674, -1541.1304061068317, -1136.7791427464529, -392.25225674678]","[-98.851267039142, 950.5206265364176, 1032.402616249217, -575.5523981106702, -543.0325815651973, -338.0339862094215, 540.1747055606568, 1813.847294788449, 984.5397664604949, 446.0006435154869, -73.57459979044845, -849.2562013759267, -1074.9952823865597, -1927.5988977695545, -943.085425238108, -733.952314038207, 123.0167396361842, 1012.6510767566259, 1116.204801545036, 1933.219260682754, 1611.4097951395909, 1091.4047419930312, 768.3891921041353, 304.0925505420734, -443.33499763334567, -797.9387287941311, -1491.1407664745057, -1854.3717337579585, -1439.0147966731754, -1816.8500483914183, -1615.7285549852231, -1315.021984208117, -815.9651139921624, -260.6293502515694, 637.1314079520427, 1173.8303039929212, 1566.7831871688716, 1895.4230440267443]","[408.8567228140699, 35.0043546858712, 1132.0561952998546, 790.4430981469719, -135.6726981186785, -736.2010924362024, -641.491092977814, 679.0828329284009, 611.0588637364374, 1472.4405729072093, 1935.4021926856074, 1376.5677572139257, 629.0303901638647, -188.57399739108388, -613.9422973110649, -1186.819753637864, -1107.3866570635985, -1031.3812155945586, -465.87314487544614, 117.74568867777816, 1074.5016273419012, 1600.0181945930144, 1777.8567332224213, 1895.431259865831, 1885.3784069781743, 1764.7924649187412, 1235.999955812931, 559.0194796083817, 248.95407676943807, -671.0079454640711, -1067.23391311882, -1421.940993677911, -1756.5294702642016, -1919.1850924016335, -1829.0046447017723, -1540.5574032647744, -1138.5902613653104, -392.33421222458594]"
2.2,3.182341099780904e11,"[-98.851267039142, 950.5206265364176, 1032.402616249217, -575.5523981106702, -543.0325815651973, -338.0339862094215, 540.1747055606568, 1813.847294788449, 984.5397664604949, 446.0006435154869, -73.57459979044845, -849.2562013759267, -1074.9952823865597, -1927.5988977695545, -943.085425238108, -733.952314038207, 123.0167396361842, 1012.6510767566259, 1116.204801545036, 1933.219260682754, 1611.4097951395909, 1091.4047419930312, 768.3891921041353, 304.0925505420734, -443.33499763334567, -797.9387287941311, -1491.1407664745057, -1854.3717337579585, -1439.0147966731754, -1816.8500483914183, -1615.7285549852231, -1315.021984208117, -815.9651139921624, -260.6293502515694, 637.1314079520427, 1173.8303039929212, 1566.7831871688716, 1895.4230440267443]","[408.8567228140699, 35.0043546858712, 1132.0561952998546, 790.4430981469719, -135.6726981186785, -736.2010924362024, -641.491092977814, 679.0828329284009, 611.0588637364374, 1472.4405729072093, 1935.4021926856074, 1376.5677572139257, 629.0303901638647, -188.57399739108388, -613.9422973110649, -1186.819753637864, -1107.3866570635985, -1031.3812155945586, -465.87314487544614, 117.74568867777816, 1074.5016273419012, 1600.0181945930144, 1777.8567332224213, 1895.431259865831, 1885.3784069781743, 1764.7924649187412, 1235.999955812931, 559.0194796083817, 248.95407676943807, -671.0079454640711, -1067.23391311882, -1421.940993677911, -1756.5294702642016, -1919.1850924016335, -1829.0046447017723, -1540.5574032647744, -1138.5902613653104, -392.33421222458594]","[7.65210117042427, 959.4146010059658, 1222.4963748099283, -433.2549509536887, -363.08367525407857, -291.98120506014124, 628.1983233552211, 1837.800097957041, 1082.0892091249063, 485.1721551541191, 70.62822293980875, -766.4463495187757, -1105.8695195060677, -1910.7254271979032, -905.8458579156709, -722.992443359089, 248.07154966210572, 1045.3112772532168, 1167.1557563048884, 1936.0604576396513, 1684.09220938626, 1280.6927450363553, 812.5468455259113, 406.31604349859214, -448.74716076785927, -767.8783383282768, -1538.4585927165522, -1881.995881025049, -1460.1433287612601, -1809.7707713784125, -1542.8818957569476, -1248.3525608856428, -645.0271449549006, -169.7872238335416, 705.2803920319923, 1204.906566284186, 1558.3095930960785, 1887.5540445882007]","[428.2968596964453, -26.093156437428743, 1036.8983217676873, 616.6075290912983, -331.4753679617399, -1026.1811619709595, -715.3597959146581, 611.6957254450293, 533.3293660455798, 1373.1314858742787, 1935.6775313621706, 1250.0255159976225, 534.5441211173026, -319.8520205517499, -717.8210497297247, -1119.2212506060303, -1142.238187752772, -1060.333829556341, -526.0337671526809, 57.80850612011395, 957.0030974176988, 1453.4189701844155, 1758.5100166777538, 1893.9781548323924, 1884.1116783539649, 1778.1679323024384, 1176.9051852779803, 458.42638310439327, 95.18566275938058, -690.5497337346341, -1172.7662881933186, -1481.716962582936, -1826.9225322684292, -1929.4512689111957, -1803.9097477643854, -1516.4617274195753, -1150.1859781714402, -434.28559789609056]"
1.8,3.735817389517265e11,"[7.65210117042427, 959.4146010059658, 1222.4963748099283, -433.2549509536887, -363.08367525407857, -291.98120506014124, 628.1983233552211, 1837.800097957041, 1082.0892091249063, 485.1721551541191, 70.62822293980875, -766.4463495187757, -1105.8695195060677, -1910.7254271979032, -905.8458579156709, -722.992443359089, 248.07154966210572, 1045.3112772532168, 1167.1557563048884, 1936.0604576396513, 1684.09220938626, 1280.6927450363553, 812.5468455259113, 406.31604349859214, -448.74716076785927, -767.8783383282768, -1538.4585927165522, -1881.995881025049, -1460.1433287612601, -1809.7707713784125, -1542.8818957569476, -1248.3525608856428, -645.0271449549006, -169.7872238335416, 705.2803920319923, 1204.906566284186, 1558.3095930960785, 1887.5540445882007]","[428.2968596964453, -26.093156437428743, 1036.8983217676873, 616.6075290912983, -331.4753679617399, -1026.1811619709595, -715.3597959146581, 611.6957254450293, 533.3293660455798, 1373.1314858742787, 1935.6775313621706, 1250.0255159976225, 534.5441211173026, -319.8520205517499, -717.8210497297247, -1119.2212506060303, -1142.238187752772, -1060.333829556341, -526.0337671526809, 57.80850612011395, 957.0030974176988, 1453.4189701844155, 1758.5100166777538, 1893.9781548323924, 1884.1116783539649, 1778.1679323024384, 1176.9051852779803, 458.42638310439327, 95.18566275938058, -690.5497337346341, -1172.7662881933186, -1481.716962582936, -1826.9225322684292, -1929.4512689111957, -1803.9097477643854, -1516.4617274195753, -1150.1859781714402, -434.28559789609056]","[34.04779898414314, 865.1040373627491, 1293.5269823513754, -394.20984006017875, -314.9084993154812, -270.02524907066663, 579.8253865236543, 1834.3849292984266, 1118.5678115321105, 480.5365678953291, 74.45756466922052, -784.4454297290062, -1140.2750262585348, -1878.0490980703855, -831.5001446768667, -656.5340447788544, 225.13307238080924, 980.0225669461043, 1241.322228676465, 1929.429450960066, 1694.1654829927177, 1302.6137169309995, 909.6101090768548, 428.41182872245423, -474.31082069247435, -788.1004087599466, -1554.2346998688345, -1875.623397721389, -1426.4364553031548, -1755.6995394952526, -1427.6899526986067, -1144.5777769822325, -598.8065376764841, -163.81445409556477, 677.369630278963, 1245.9243911200297, 1627.9045112210435, 1900.6788192794086]","[416.51997790158697, 83.95881832383029, 1071.3977747534525, 604.1668400798267, -508.4151695515132, -1144.1862257066043, -504.7709626772669, 621.4721348785328, 549.7292167792682, 1366.0596028464859, 1935.368512839426, 1232.8889154409062, 539.4707361066643, -473.4507260659675, -872.8852420162539, -1249.530700517722, -1199.8408516216462, -1100.8251699736043, -432.3754712129984, 169.07114867311486, 871.6358024646065, 1433.5414755654913, 1680.6151323532351, 1888.8265808523158, 1877.8411261004646, 1769.2078545126624, 1155.721982215321, 483.11023595772696, -116.01679123920997, -817.7494474515639, -1308.7777171871446, -1562.4173914602477, -1841.9091281136946, -1929.8599163052797, -1814.4895427269037, -1482.866455157393, -1049.343270680229, -372.36178310461435]"
1.4,4.335888774494873e11,"[34.04779898414314, 865.1040373627491, 1293.5269823513754, -394.20984006017875, -314.9084993154812, -270.02524907066663, 579.8253865236543, 1834.3849292984266, 1118.5678115321105, 480.5365678953291, 74.45756466922052, -784.4454297290062, -1140.2750262585348, -1878.0490980703855, -831.5001446768667, -656.5340447788544, 225.13307238080924, 980.0225669461043, 1241.322228676465, 1929.429450960066, 1694.1654829927177, 1302.6137169309995, 909.6101090768548, 428.41182872245423, -474.31082069247435, -788.1004087599466, -1554.2346998688345, -1875.623397721389, -1426.4364553031548, -1755.6995394952526, -1427.6899526986067, -1144.5777769822325, -598.8065376764841, -163.81445409556477, 677.369630278963, 1245.9243911200297, 1627.9045112210435, 1900.6788192794086]","[416.51997790158697, 83.95881832383029, 1071.3977747534525, 604.1668400798267, -508.4151695515132, -1144.1862257066043, -504.7709626772669, 621.4721348785328, 549.7292167792682, 1366.0596028464859, 1935.368512839426, 1232.8889154409062, 539.4707361066643, -473.4507260659675, -872.8852420162539, -1249.530700517722, -1199.8408516216462, -1100.8251699736043, -432.3754712129984, 169.07114867311486, 871.6358024646065, 1433.5414755654913, 1680.6151323532351, 1888.8265808523158, 1877.8411261004646, 1769.2078545126624, 1155.721982215321, 483.11023595772696, -116.01679123920997, -817.7494474515639, -1308.7777171871446, -1562.4173914602477, -1841.9091281136946, -1929.8599163052797, -1814.4895427269037, -1482.866455157393, -1049.343270680229, -372.36178310461435]","[-39.020394638089186, 835.5823610831392, 1250.851186592706, -424.35058851056027, -333.9703370553236, -215.65411312496963, 593.9081271671154, 1822.9935285523852, 1034.0231010424268, 442.6857839447145, 40.71104310817435, -774.9569343584958, -1184.3087950635015, -1875.367459940547, -844.1032631199562, -610.6694122283487, 269.65124003673725, 993.1264034814083, 1243.1954175491592, 1867.3694163880732, 1690.752523965781, 1313.3397133788446, 848.8356305078282, 389.0009986499951, -443.63870937103496, -796.8655849382508, -1595.2369711385693, -1883.9033533457807, -1434.9205371447936, -1760.5191020120878, -1410.28746914641, -1113.7161792929655, -545.9034485969157, -121.80719216924692, 720.3005616664553, 1244.0101077779477, 1638.6534819314113, 1898.5567352408868]","[446.46311718828844, 110.74915922712034, 1081.955026079055, 616.7760322973312, -486.9706996983886, -1210.0938720330964, -499.2357210096525, 654.132123640574, 542.8048704761403, 1380.5003209440067, 1921.9828027617184, 1231.2151908977005, 519.4805701582685, -483.9329811004748, -854.9074944989597, -1248.7273258185603, -1185.7323055760905, -1097.1855980046803, -429.83110321288547, 112.97708901228121, 897.3122550793219, 1423.4932518668977, 1672.1765480782599, 1897.3329868658896, 1885.306059070486, 1765.2760349427317, 1098.3684480004122, 449.55799990586746, -150.1222450828176, -807.3207119175906, -1303.9128934660766, -1584.560037437696, -1858.2743786579397, -1869.802407963307, -1797.8768981397557, -1484.4639078516793, -1032.477123039953, -382.98376400554463]"
1.0,5.032382529053713e11,"[-39.020394638089186, 835.5823610831392, 1250.851186592706, -424.35058851056027, -333.9703370553236, -215.65411312496963, 593.9081271671154, 1822.9935285523852, 1034.0231010424268, 442.6857839447145, 40.71104310817435, -774.9569343584958, -1184.3087950635015, -1875.367459940547, -844.1032631199562, -610.6694122283487, 269.65124003673725, 993.1264034814083, 1243.1954175491592, 1867.3694163880732, 1690.752523965781, 1313.3397133788446, 848.8356305078282, 389.0009986499951, -443.63870937103496, -796.8655849382508, -1595.2369711385693, -1883.9033533457807, -1434.9205371447936, -1760.5191020120878, -1410.28746914641, -1113.7161792929655, -545.9034485969157, -121.80719216924692, 720.3005616664553, 1244.0101077779477, 1638.6534819314113, 1898.5567352408868]","[446.46311718828844, 110.74915922712034, 1081.955026079055, 616.7760322973312, -486.9706996983886, -1210.0938720330964, -499.2357210096525, 654.132123640574, 542.8048704761403, 1380.5003209440067, 1921.9828027617184, 1231.2151908977005, 519.4805701582685, -483.9329811004748, -854.9074944989597, -1248.7273258185603, -1185.7323055760905, -1097.1855980046803, -429.83110321288547, 112.97708901228121, 897.3122550793219, 1423.4932518668977, 1672.1765480782599, 1897.3329868658896, 1885.306059070486, 1765.2760349427317, 1098.3684480004122, 449.55799990586746, -150.1222450828176, -807.3207119175906, -1303.9128934660766, -1584.560037437696, -1858.2743786579397, -1869.802407963307, -1797.8768981397557, -1484.4639078516793, -1032.477123039953, -382.98376400554463]","[-79.73933935248823, 755.406354320772, 1145.4220214551779, -487.11096965496137, -373.22988065998175, -235.58779245982666, 543.0526008082371, 1764.812784955014, 945.5584511824743, 399.2600159843434, 11.660031902355989, -780.2706625590652, -1152.7603576971928, -1874.9434098393215, -895.6668749490891, -637.1571086480316, 297.391787206859, 918.2676988936519, 1184.679185589123, 1767.057890311936, 1593.9740035586879, 1300.7998070220635, 794.7864677985083, 354.5885933192383, -426.6055387622898, -792.2251769025089, -1474.3700772405286, -1814.1054813411135, -1380.7872387297775, -1638.9108367084423, -1369.9886172060915, -1127.482003129333, -485.96014146908027, -110.79145694616452, 641.6460837294068, 1142.2792675237126, 1658.9502630693528, 1862.7339931269405]","[501.9162616944766, 147.4775586006617, 1096.1016307393866, 675.8898276210954, -461.2663613505832, -1190.4642094110263, -487.42414109933765, 696.4812728346799, 555.1725957872748, 1407.365876447713, 1880.4982146485986, 1230.2146857790635, 591.1270578060113, -485.5733208282084, -847.03872080683, -1226.527250332154, -1185.893624898338, -1123.852704442826, -427.14255078001787, 92.15013326119632, 922.2465415277183, 1434.9613590802855, 1693.6320064852544, 1904.064382110668, 1823.3340704791428, 1767.3634344710777, 1127.6549746581443, 464.59935868376004, -86.84853702858749, -819.8192714033578, -1243.2329428329215, -1574.7947715893754, -1874.843188388629, -1844.1624326189788, -1760.955567178185, -1471.1032316680753, -999.5390260992947, -439.86236799229283]"
1.0,5.0381588991254224e11,"[-79.73933935248823, 755.406354320772, 1145.4220214551779, -487.11096965496137, -373.22988065998175, -235.58779245982666, 543.0526008082371, 1764.812784955014, 945.5584511824743, 399.2600159843434, 11.660031902355989, -780.2706625590652, -1152.7603576971928, -1874.9434098393215, -895.6668749490891, -637.1571086480316, 297.391787206859, 918.2676988936519, 1184.679185589123, 1767.057890311936, 1593.9740035586879, 1300.7998070220635, 794.7864677985083, 354.5885933192383, -426.6055387622898, -792.2251769025089, -1474.3700772405286, -1814.1054813411135, -1380.7872387297775, -1638.9108367084423, -1369.9886172060915, -1127.482003129333, -485.96014146908027, -110.79145694616452, 641.6460837294068, 1142.2792675237126, 1658.9502630693528, 1862.7339931269405]","[501.9162616944766, 147.4775586006617, 1096.1016307393866, 675.8898276210954, -461.2663613505832, -1190.4642094110263, -487.42414109933765, 696.4812728346799, 555.1725957872748, 1407.365876447713, 1880.4982146485986, 1230.2146857790635, 591.1270578060113, -485.5733208282084, -847.03872080683, -1226.527250332154, -1185.893624898338, -1123.852704442826, -427.14255078001787, 92.15013326119632, 922.2465415277183, 1434.9613590802855, 1693.6320064852544, 1904.064382110668, 1823.3340704791428, 1767.3634344710777, 1127.6549746581443, 464.59935868376004, -86.84853702858749, -819.8192714033578, -1243.2329428329215, -1574.7947715893754, -1874.843188388629, -1844.1624326189788, -1760.955567178185, -1471.1032316680753, -999.5390260992947, -439.86236799229283]","[-83.11471892745033, 781.588477459029, 1171.8325250929122, -497.5374527113476, -390.44157921386926, -228.50448225465084, 573.8836506907597, 1787.894553996733, 974.6790398835486, 429.7861654777953, 35.10335166562265, -800.4267924675348, -1174.829000937723, -1870.6818188929853, -931.6304665327389, -655.2373082832821, 267.8073755364853, 947.5849574667124, 1204.9123466673568, 1781.871501572849, 1621.2173821248853, 1321.3496962989857, 827.0288658427246, 380.23664954654527, -431.5296391574449, -813.3463091857939, -1499.9081879707944, -1809.7759010530137, -1411.1298317197065, -1650.8937716896094, -1391.8547522143383, -1170.4529021850356, -506.4878154344943, -134.3520111620417, 613.8591365008142, 1164.2623016863163, 1667.740069795139, 1872.0130651191766]","[467.6911010340401, 127.60433416992234, 1080.0840800624514, 649.8177269950766, -470.85795553570296, -1258.5542430699602, -460.7631121428823, 682.9232340393366, 535.0219641328812, 1389.844649467878, 1875.3407486022118, 1200.9958945902986, 559.8280759673753, -501.7407423443893, -853.3361585507233, -1249.448237220787, -1200.3412773309087, -1106.979538948064, -417.5076187511587, 91.22392048809711, 900.6394686667492, 1416.0611639668473, 1670.4126094824317, 1899.1088253334553, 1811.2993696687192, 1757.743445823042, 1108.07776709136, 439.4251480147294, -154.0788284838495, -824.7106742277037, -1238.4928523530355, -1543.1248309230018, -1869.402132502925, -1838.0120142220844, -1747.4178084680912, -1437.2512450365402, -984.8031781035908, -417.3774252008387]"
