10.0,40.0,70.0,100.0,130.0,160.0,190.0,220.0,250.0,280.0,310.0,340.0
1.457412385434228e6,1.328482849007273e6,1.3449512036896595e6,1.3559832655098932e6,1.3741437283339016e6,1.3149188398700145e6,1.4853855506995758e6,1.1997289898839088e6,1.5489486434829675e6,1.1521597104120075e6,1.5539660387729588e6,1.2413524358720763e6
1.4154711574772422e6,1.0440511823516057e6,1.5490871968667775e6,1.3762769396203668e6,1.5860728726829814e6,1.5081253002557883e6,1.447258436499248e6,1.209324105980222e6,1.2794126767638298e6,1.257678918955753e6,1.1878168162336969e6,1.175242276600911e6
1.3123422599521815e6,1.2399850364011151e6,1.5247437168900862e6,1.5869159342181217e6,1.3422375834184526e6,1.2093050238681568e6,1.2868343268577126e6,1.2154054418082163e6,1.2204186256101995e6,1.1170976429485877e6,1.5383447347692405e6,925038.8704437476
1.304560216005441e6,1.5717460696034832e6,1.337509607991993e6,1.2818934695056842e6,1.226422650230378e6,1.2318237042902808e6,1.261582315601656e6,1.171140202049739e6,1.542337079772474e6,915085.8158034581,1.2053063427283098e6,1.0094963005913731e6
1.4459645779696389e6,1.3323316653085575e6,1.2662389211228567e6,1.285736023587268e6,1.229405622253162e6,1.264540616940178e6,1.4740567022555901e6,1.0357844403596533e6,1.4490015487964295e6,1.1561826591045633e6,1.2186462115797407e6,1.457131819933313e6
1.260950665101184e6,1.304315335640327e6,1.239399769744363e6,1.298617595548646e6,1.3350512809917668e6,1.0550386253363548e6,1.5880269263831752e6,1.356767331859987e6,1.4143415530785013e6,1.299726886963565e6,1.534413814588327e6,1.3316489309150337e6
1.2344475458049476e6,1.268644871433458e6,1.2845983972964056e6,1.0417718092504081e6,1.6043697898637396e6,1.3917534682867134e6,1.551257180848405e6,1.3354814017736574e6,1.5212990654777524e6,1.2836160419390034e6,1.2190433664810997e6,1.3007609652661919e6
1.1682950085684084e6,939684.4076133417,1.6086135639846115e6,1.393416848540376e6,1.4767569918038326e6,1.5560708152557383e6,898181.6289350247,1.349636116335646e6,1.2425564568913088e6,1.2321094951949166e6,1.3264731973686e6,919507.0934669104
1.6025836476739126e6,899914.8996640975,1.6101380065047909e6,1.3645348442890604e6,1.1031891489515086e6,1.0005879293165073e6,1.4189165598504117e6,971942.1147251704,1.2383831124403968e6,1.4194551264885268e6,1.0343963496604786e6,1.5442048542335539e6
1.610345995067469e6,788228.4462010023,1.606645401715436e6,1.6002275997016458e6,930103.8683927138,1.3169260879605743e6,1.1942636157534488e6,1.2072267159453915e6,1.3667366657572573e6,933606.8036567566,1.3653477888055076e6,1.3214640448671246e6
1.6103107119956415e6,887239.0991870909,1.1825658514557001e6,946607.3880596947,1.4170708676820588e6,947753.645461938,1.190703669116922e6,1.3744579822481617e6,964808.6840956667,1.3588112322409577e6,1.458117623562722e6,1.087394022257924e6
1.609911755074226e6,1.5134770240455314e6,1.0130625706579456e6,1.335680697097677e6,1.1708216485947506e6,1.1832785456236252e6,1.4044034192811768e6,944568.118289552,1.5537302004648289e6,1.5923205988979007e6,1.597202943800923e6,1.3160339990116376e6
1.471339340035056e6,880396.7399369674,1.3792256790011232e6,954556.1630951678,1.1960192506433239e6,1.3401363091423572e6,922639.1562434379,1.1683692624230275e6,1.0186749876616483e6,1.5829083630165404e6,1.5749146006468274e6,1.2370000683285638e6
1.040835616524925e6,1.402576581438097e6,1.1759576515885312e6,1.1847950953150154e6,1.400745051521923e6,1.0088762975275624e6,1.5813628480238547e6,1.6093087263961823e6,1.240143386531598e6,1.6046489761021442e6,1.5491725246163774e6,1.2234280224410484e6
1.3276594790365645e6,973723.4698443142,1.1998907043640008e6,1.36737151046137e6,940943.2105046496,1.2455933161835114e6,1.0707026286063155e6,1.6103290107234747e6,1.0205224277199964e6,1.5816741003300599e6,1.5930629866914582e6,911010.5476928778
1.2092347044869247e6,1.2125639012723588e6,1.3688926980139322e6,1.0007367266005932e6,1.4683941757640482e6,1.568228025780903e6,820593.119540692,1.6103680204758479e6,1.0692141659384023e6,1.0879962088074281e6,976019.1549105574,1.4260800797786477e6
1.2351010320102554e6,1.4121154880659268e6,929111.7047231409,1.4787960286368255e6,1.5148808306003895e6,1.609524292654264e6,941042.222418595,1.6100664994029445e6,1.5800592949462326e6,968661.0802136781,1.3164060558659218e6,1.001895763258678e6
1.3222717978548957e6,944733.2576273255,1.2438301798162886e6,1.2454299260901718e6,1.4319530845266068e6,1.6079888307329165e6,967427.1061685417,1.3345527473950866e6,903457.5920863646,1.4027058583679425e6,1.2230807791345667e6,1.2415330071239283e6
