Height (m),Speed (m/s) zref=90.0 uref=7.84 shear=0.086 ground=0.0
1.0,5.318299628626519
2.0,5.645661424095204
3.0,5.846419081469927
4.0,5.993173597055905
5.0,6.109537365023192
6.0,6.20628866032377
7.0,6.2892850911219185
8.0,6.362076480738374
9.0,6.426982017371406
10.0,6.485602886140421
11.0,6.539092390682252
12.0,6.588309595756701
13.0,6.633912094537103
14.0,6.676414776061427
15.0,6.716228554999579
16.0,6.753686755652777
17.0,6.789063599438695
18.0,6.822587477681848
19.0,6.854450684278981
20.0,6.884816686370048
21.0,6.913825646005491
22.0,6.9415986756284775
23.0,6.968241161291955
24.0,6.99384538895673
25.0,7.018492642591911
26.0,7.042254896916956
27.0,7.065196195485545
28.0,7.087373781947593
29.0,7.108839035827623
30.0,7.1296382520967905
31.0,7.149813294891953
32.0,7.1694021490584205
33.0,7.1884393881457
34.0,7.2069565736330246
35.0,7.224982597194513
36.0,7.242543975509498
37.0,7.259665105319818
38.0,7.276368485013463
39.0,7.292674907884458
40.0,7.308603631316005
41.0,7.324172525407777
42.0,7.339398203980813
43.0,7.354296140415549
44.0,7.368880770387708
45.0,7.383165583245517
46.0,7.397163203506496
47.0,7.410885463731923
48.0,7.4243434698537865
49.0,7.437547659875598
50.0,7.450507856739595
51.0,7.463233316044266
52.0,7.475732769204163
53.0,7.488014462565957
54.0,7.5000861929282
55.0,7.5119553398554135
56.0,7.523628895128425
57.0,7.5351134896310015
58.0,7.546415417936692
59.0,7.557540660828595
60.0,7.5684949059576745
61.0,7.579283566821764
62.0,7.589911800226855
63.0,7.600384522374425
64.0,7.610706423702858
65.0,7.620881982597289
66.0,7.630915478070125
67.0,7.640811001503846
68.0,7.650572467538317
69.0,7.66020362417651
70.0,7.669708062175208
71.0,7.679089223780706
72.0,7.688350410863723
73.0,7.697494792502566
74.0,7.706525412058985
75.0,7.715445193786995
76.0,7.724256949011291
77.0,7.732963381908541
78.0,7.741567094921882
79.0,7.7500705938362735
80.0,7.758476292539954
81.0,7.766786517495058
82.0,7.775003511938542
83.0,7.7831294398327335
84.0,7.791166389583264
85.0,7.799116377540669
86.0,7.806981351300631
87.0,7.814763192816633
88.0,7.822463721337721
89.0,7.83008469618305
90.0,7.837627819364026
91.0,7.84509473806399
92.0,7.852487046984669
93.0,7.859806290567907
94.0,7.86705396510058
95.0,7.874231520709999
96.0,7.881340363256577
97.0,7.888381856130107
98.0,7.895357321955426
99.0,7.902268044212967
100.0,7.909115268779239
101.0,7.9159002053919565
102.0,7.922624029044187
103.0,7.92928788131165
104.0,7.935892871616965
105.0,7.942440078434419
106.0,7.948930550438599
107.0,7.95536530760001
108.0,7.961745342230576
109.0,7.96807161998178
110.0,7.974345080797993
111.0,7.980566639827385
112.0,7.986737188292678
113.0,7.992857594323857
114.0,7.998928703754796
115.0,8.004951340885704
116.0,8.010926309213104
117.0,8.01685439212902
118.0,8.0227363535909
119.0,8.028572938763771
120.0,8.034364874635944
121.0,8.040112870609637
122.0,8.045817619067677
123.0,8.051479795917471
124.0,8.057100061113331
125.0,8.062679059158155
126.0,8.068217419585492
127.0,8.073715757422828
128.0,8.079174673637064
129.0,8.084594755562906
130.0,8.089976577315014
131.0,8.095320700184644
132.0,8.100627673021416
133.0,8.10589803260098
134.0,8.111132303979078
135.0,8.116331000832734
136.0,8.121494625789001
137.0,8.126623670741932
138.0,8.131718617158159
139.0,8.13677993637168
140.0,8.14180808986822
141.0,8.146803529559673
142.0,8.151766698048979
143.0,8.156698028885897
144.0,8.161597946813995
145.0,8.166466868009238
146.0,8.171305200310531
147.0,8.176113343442523
148.0,8.180891689230961
149.0,8.18564062181096
150.0,8.19036051782838
