Height (m),Speed (m/s) zref=90.0 uref=7.84 shear=0.086 ground=0.0
151.0,8.195051746634663
152.0,8.199714670475327
153.0,8.204349644672389
154.0,8.208957017800946
155.0,8.21353713186015
156.0,8.218090322438757
157.0,8.222616918875497
158.0,8.227117244414423
159.0,8.231591616355455
160.0,8.236040346200282
161.0,8.240463739793784
162.0,8.244862097461164
163.0,8.249235714140934
164.0,8.253584879513886
165.0,8.257909878128224
166.0,8.262210989520979
167.0,8.266488488335828
168.0,8.270742644437473
169.0,8.274973723022667
170.0,8.279181984728034
171.0,8.28336768573477
172.0,8.287531077870348
173.0,8.291672408707331
174.0,8.295791921659374
175.0,8.299889856074527
176.0,8.303966447325932
177.0,8.308021926899977
178.0,8.312056522482036
179.0,8.316070458039816
180.0,8.320063953904443
181.0,8.32403722684934
182.0,8.327990490166961
183.0,8.331923953743452
184.0,8.33583782413134
185.0,8.339732304620249
186.0,8.343607595305764
187.0,8.347463893156487
188.0,8.351301392079316
189.0,8.355120282983027
190.0,8.358920753840218
191.0,8.362702989747646
192.0,8.366467172985008
193.0,8.370213483072241
194.0,8.373942096825356
195.0,8.377653188410843
196.0,8.381346929398745
197.0,8.385023488814376
198.0,8.388683033188764
199.0,8.39232572660784
200.0,8.39595173076042
201.0,8.399561204984998
202.0,8.403154306315423
203.0,8.40673118952545
204.0,8.410292007172197
205.0,8.413836909638603
206.0,8.41736604517483
207.0,8.420879559938701
208.0,8.424377598035168
209.0,8.427860301554867
210.0,8.431327810611743
211.0,8.434780263379817
212.0,8.438217796129095
213.0,8.441640543260638
214.0,8.445048637340832
215.0,8.448442209134878
216.0,8.4518213876395
217.0,8.455186300114924
218.0,8.458537072116139
219.0,8.461873827523444
220.0,8.465196688572314
221.0,8.468505775882598
222.0,8.471801208487081
223.0,8.4750831038594
224.0,8.478351577941353
225.0,8.48160674516961
226.0,8.48484871850185
227.0,8.4880776094423
228.0,8.491293528066775
229.0,8.494496583047122
230.0,8.497686881675184
231.0,8.500864529886234
232.0,8.504029632281906
233.0,8.507182292152658
234.0,8.51032261149975
235.0,8.51345069105677
236.0,8.516566630310692
237.0,8.519670527522527
238.0,8.522762479747522
239.0,8.525842582854946
240.0,8.528910931547484
241.0,8.531967619380216
242.0,8.535012738779226
243.0,8.538046381059825
244.0,8.541068636444406
245.0,8.544079594079939
246.0,8.54707934205513
247.0,8.550067967417212
248.0,8.553045556188431
249.0,8.556012193382184
250.0,8.558967963018848
251.0,8.561912948141298
252.0,8.56484723083013
253.0,8.567770892218562
254.0,8.57068401250708
255.0,8.573586670977775
256.0,8.576478946008416
257.0,8.579360915086257
258.0,8.582232654821558
259.0,8.585094240960887
260.0,8.587945748400134
261.0,8.590787251197296
262.0,8.593618822585025
263.0,8.596440534982932
264.0,8.59925246000967
265.0,8.602054668494771
266.0,8.604847230490309
267.0,8.607630215282295
268.0,8.6104036914019
269.0,8.613167726636451
270.0,8.61592238804025
271.0,8.618667741945163
272.0,8.62140385397105
273.0,8.62413078903599
274.0,8.626848611366317
275.0,8.629557384506496
276.0,8.632257171328808
277.0,8.63494803404286
278.0,8.63763003420494
279.0,8.6403032327272
280.0,8.642967689886667
281.0,8.645623465334118
282.0,8.648270618102785
283.0,8.650909206616912
284.0,8.65353928870016
285.0,8.65616092158387
286.0,8.658774161915197
287.0,8.661379065765072
288.0,8.663975688636066
289.0,8.666564085470085
290.0,8.669144310655964
291.0,8.671716418036917
292.0,8.674280460917853
293.0,8.6768364920726
294.0,8.679384563750965
295.0,8.681924727685718
296.0,8.684457035099433
297.0,8.686981536711222
298.0,8.689498282743363
299.0,8.692007322927813
300.0,8.694508706512618
