10.0,40.0,70.0,100.0,130.0,160.0,190.0,220.0,250.0,280.0,310.0,340.0
1.7303447023940014e6,1.591577167341887e6,1.2076815897879764e6,1.7306086612074042e6,1.3814470047231775e6,1.7118428540416798e6,1.7930133052700784e6,1.3767287334918724e6,1.8436163326591847e6,1.0347856890213786e6,1.856066325762683e6,1.4975679524952825e6
1.6823691209327667e6,1.0604291499469397e6,1.84914553633894e6,1.735922750683127e6,1.8597680942807538e6,1.8099571552570022e6,1.7442636521069843e6,1.2030865505093941e6,1.2059203835079796e6,1.5023218826058256e6,999502.0848271725,1.303978117321148e6
1.3483548238292476e6,1.5332575386751904e6,1.8444332245296584e6,1.8599719733421395e6,1.3139928272829927e6,1.278056715533237e6,1.2124881363686165e6,1.2139592870684352e6,1.0034118446101618e6,1.0287897056533255e6,1.8534391763524923e6,480385.62969981664
1.3449142091113837e6,1.8543677478684809e6,1.2321110910396806e6,1.647285827367179e6,1.0183827887415901e6,1.4061947302720181e6,1.2168547657241707e6,1.3816083419472324e6,1.84750789670029e6,717655.3426460105,876121.9220753984,715868.6213451705
1.7281334647652584e6,1.7246245653498778e6,1.10702171190341e6,1.674477344144729e6,1.0477056053800277e6,1.6236751616157512e6,1.786009813794187e6,837258.4870525996,1.7519313362622652e6,1.4022913788800898e6,922974.3617547515,1.745800107464705e6
1.0930924027870556e6,1.5688474072210318e6,1.0761440834234147e6,1.6405958809390443e6,1.3685521170253917e6,838653.6008254369,1.85789479144146e6,1.7437158991889313e6,1.7218483635143463e6,1.0963365374226454e6,1.8530242773141474e6,1.722406834362179e6
1.0630477829404462e6,1.5410640718844978e6,1.0818085360571574e6,838517.2941061592,1.8604370394045801e6,1.747870508350827e6,1.8447126808415083e6,1.264799572237609e6,1.8308075310930326e6,1.5682609081164275e6,1.0297155792883197e6,1.6436182801577344e6
804924.3737981501,364853.32430927356,1.8604500259941327e6,1.7478721444809102e6,1.813941517439316e6,1.852327747105359e6,532638.4755455893,1.5952303760966961e6,1.1019086589859691e6,1.6138533139792944e6,1.3365756484200442e6,747976.7929068205
1.860357266555466e6,433936.65631118783,1.860456383354129e6,1.69968371594044e6,715843.6196093169,871554.5292383009,1.7149180869683924e6,898270.7446910406,1.0603074874868365e6,1.7498291097491325e6,963895.8377207441,1.8458472143326937e6
1.860456494750417e6,151337.8423401233,1.860435066810839e6,1.8603731661682266e6,666502.1334284956,1.3114133444461518e6,1.0417336020113358e6,1.4840727818938077e6,1.561884719125042e6,623161.7523673879,1.598218229744563e6,1.61445956145017e6
1.8604564849695566e6,293402.1575025278,984327.703872058,846727.0618772047,1.753562987097584e6,815353.4340340878,1.0429826179181538e6,1.570379185618774e6,855842.9621596307,1.5142432956911775e6,1.7915309501944478e6,1.0968814168691784e6
1.8604560542394172e6,1.8349664580675142e6,1.0215720662369702e6,1.3356903371691345e6,1.0355101041189258e6,1.3079144978662021e6,1.6921633321706227e6,767087.98788812,1.852937203121884e6,1.859841618921443e6,1.8601321282803318e6,1.6370547382799569e6
1.7884261685923678e6,641997.3900382464,1.6911624433951627e6,772864.7807630709,1.0695950205566136e6,1.3382456839809816e6,818377.3824115371,762236.2952005465,613861.9289703533,1.8589987924009853e6,1.8579845214382259e6,1.4140371270789185e6
894366.4939706515,1.6397063363849663e6,957919.1380801226,1.4133581905697577e6,1.7488242192070305e6,1.0263589929196038e6,1.8589931367067797e6,1.8604553931865569e6,1.4741975731828387e6,1.8603955328464585e6,1.8526317626080492e6,1.2279523217150471e6
