id,aepi,aepf,aepib,aepfb,aepic,aepfc,info,time,fcalls,nrotorpoints
1,470.92087342411554,513.0432307429643,462.71178319253556,494.3154969002167,470.92087342411554,513.0432307429643,Finished successfully: optimality conditions satisfied,21.904407024383545,973,1
2,469.6106570305317,517.8171840971395,461.62356576716536,497.9539911080976,469.6106570305317,517.8171840971395,Finished successfully: optimality conditions satisfied,9.01776909828186,819,1
3,469.7977413178104,514.9657023746279,461.80758708750307,495.1036785541046,469.7977413178104,514.9657023746279,Finished successfully: optimality conditions satisfied,10.557111024856567,1057,1
4,450.6127734343821,512.336273387356,445.4521573396095,491.7237777062616,450.6127734343821,512.336273387356,Finished successfully: optimality conditions satisfied,12.070514917373657,1043,1
5,452.2175041914994,512.7164730059928,446.82361144717237,493.68505297521045,452.2175041914994,512.7164730059928,Finished successfully: optimality conditions satisfied,10.082077980041504,980,1
6,445.1166178473608,514.6850719474725,444.0549136410064,495.8737323007984,445.1166178473608,514.6850719474725,Finished successfully: optimality conditions satisfied,102.84341311454773,5950,1
7,449.0509176315101,509.4807577993941,444.23399153548576,490.25399718220416,449.0509176315101,509.4807577993941,Finished successfully: optimality conditions satisfied,14.623853921890259,1211,1
8,471.12797911958154,517.8685249865972,462.1631291523686,498.08516961395867,471.12797911958154,517.8685249865972,Finished successfully: optimality conditions satisfied,9.219707012176514,798,1
9,471.51514377371427,514.0719271000023,463.93300189995284,494.61335821088403,471.51514377371427,514.0719271000023,Finished successfully: optimality conditions satisfied,10.432698965072632,1064,1
10,467.07010723131106,513.457927249559,458.73156977567066,494.63693170330197,467.07010723131106,513.457927249559,Finished successfully: optimality conditions satisfied,9.418169975280762,854,1
11,448.34756851021046,511.5868133128523,443.71849629494614,492.2508127238344,448.34756851021046,511.5868133128523,Finished successfully: optimality conditions satisfied,9.765165090560913,994,1
12,457.585366998434,509.06961180809685,452.40474144534505,491.0273841948357,457.585366998434,509.06961180809685,Finished successfully: optimality conditions satisfied,10.840582132339478,1113,1
13,470.6976252709052,513.7100862820411,463.3591110416261,494.5774880132587,470.6976252709052,513.7100862820411,Finished successfully: optimality conditions satisfied,11.250382900238037,1169,1
14,467.082555185325,506.46462217256675,459.6342665656322,487.87502284232374,467.082555185325,506.46462217256675,Finished successfully: optimality conditions satisfied,39.881312131881714,4501,1
15,465.33173047359537,517.8535298443597,458.4453519380128,497.97072019370415,465.33173047359537,517.8535298443597,Finished successfully: optimality conditions satisfied,10.992594957351685,1036,1
16,465.0944356877914,506.1983160413866,457.4533788276637,487.00028736112796,465.0944356877914,506.1983160413866,Finished successfully: optimality conditions satisfied,21.47508978843689,2044,1
17,457.1373554260744,510.63210732467536,452.2256981328829,491.5811493756477,457.1373554260744,510.63210732467536,Finished successfully: optimality conditions satisfied,14.749697923660278,1792,1
18,465.87044296252213,510.87048153835445,457.9391610482803,490.85816961113443,465.87044296252213,510.87048153835445,Finished successfully: optimality conditions satisfied,13.72207498550415,1155,1
19,462.35060474261155,517.8165783428427,456.21419824789547,497.96697504189257,462.35060474261155,517.8165783428427,Finished successfully: optimality conditions satisfied,8.498325109481812,819,1
20,450.8946548713903,517.8331125882498,448.0232932536831,498.09168925893783,450.8946548713903,517.8331125882498,Finished successfully: optimality conditions satisfied,8.389240980148315,812,1
21,464.7491393818346,511.9522142364552,456.8049873736469,492.87312989475356,464.7491393818346,511.9522142364552,Finished successfully: optimality conditions satisfied,22.95938205718994,2093,1
22,455.1986809672527,510.56858784695964,448.929387477262,491.52663279034135,455.1986809672527,510.56858784695964,Finished successfully: optimality conditions satisfied,10.93726897239685,1099,1
23,459.3941625411753,516.3694621113584,453.9793272254201,496.69516084738893,459.3941625411753,516.3694621113584,Finished successfully: optimality conditions satisfied,8.832669019699097,938,1
24,448.9616556543051,513.9088803464202,446.76968262439084,494.6978770947612,448.9616556543051,513.9088803464202,Finished successfully: optimality conditions satisfied,12.164415121078491,1155,1
25,447.21306983662157,507.9598416830365,442.7854739791601,488.7541506793356,447.21306983662157,507.9598416830365,Finished successfully: optimality conditions satisfied,13.719659090042114,1344,1
26,470.8270741765613,516.3527756025256,463.34496279027655,496.5823394218715,470.8270741765613,516.3527756025256,Finished successfully: optimality conditions satisfied,9.96727204322815,1001,1
27,455.1821931871741,508.54261042286583,449.13916929500596,489.1415807097556,455.1821931871741,508.54261042286583,Finished successfully: optimality conditions satisfied,9.762911081314087,987,1
28,465.56869152462446,516.049509537747,457.5585855942496,496.2843307389396,465.56869152462446,516.049509537747,Finished successfully: optimality conditions satisfied,8.402667999267578,854,1
29,455.2123116844061,512.2906298759698,449.0288198746922,492.5709932851822,455.2123116844061,512.2906298759698,Finished successfully: optimality conditions satisfied,13.18654203414917,1302,1
30,470.40124986492395,516.4809938823532,463.1893511297138,496.72470720557016,470.40124986492395,516.4809938823532,Finished successfully: optimality conditions satisfied,7.8629150390625,833,1
31,451.61968043134664,511.2847546034848,446.22715019771243,492.0289945917708,451.61968043134664,511.2847546034848,Finished successfully: optimality conditions satisfied,15.696604013442993,1456,1
