id,aepi,aepf,aepib,aepfb,aepic,aepfc,info,time,fcalls,nrotorpoints
13,456.9289240374373,462.30814096091535,456.9289240374373,462.30814096091535,456.9289240374373,462.30814096091535,Finished successfully: optimality conditions satisfied,1176.545019865036,560,100
14,455.94854012945433,461.89916621604067,455.94854012945433,461.89916621604067,455.94854012945433,461.89916621604067,Finished successfully: optimality conditions satisfied,1119.465143918991,532,100
15,455.32927514983237,462.2420638152457,455.32927514983237,462.2420638152457,455.32927514983237,462.2420638152457,Finished successfully: optimality conditions satisfied,1132.0175170898438,539,100
16,455.926502563329,462.2193446778396,455.926502563329,462.2193446778396,455.926502563329,462.2193446778396,Finished successfully: optimality conditions satisfied,1222.4209580421448,609,100
17,455.1207746821202,461.9490241902638,455.1207746821202,461.9490241902638,455.1207746821202,461.9490241902638,Finished successfully: optimality conditions satisfied,1458.0422060489655,686,100
18,455.7346556507697,461.60524336600577,455.7346556507697,461.60524336600577,455.7346556507697,461.60524336600577,Finished successfully: optimality conditions satisfied,1022.518620967865,497,100
19,455.5815417364753,462.4275332214986,455.5815417364753,462.4275332214986,455.5815417364753,462.4275332214986,Finished successfully: optimality conditions satisfied,1756.861634016037,840,100
20,455.22272304861775,461.7349523398507,455.22272304861775,461.7349523398507,455.22272304861775,461.7349523398507,Finished successfully: optimality conditions satisfied,1326.3816990852356,630,100
21,456.80671781803335,462.6795105676999,456.80671781803335,462.6795105676999,456.80671781803335,462.6795105676999,Finished successfully: optimality conditions satisfied,1003.1572189331055,483,100
22,455.3889162004594,461.9231303218471,455.3889162004594,461.9231303218471,455.3889162004594,461.9231303218471,Finished successfully: optimality conditions satisfied,907.6034069061279,441,100
23,455.3640949210908,462.2103632632997,455.3640949210908,462.2103632632997,455.3640949210908,462.2103632632997,Finished successfully: optimality conditions satisfied,1101.5881400108337,525,100
24,455.765054849584,462.5448375627338,455.765054849584,462.5448375627338,455.765054849584,462.5448375627338,Finished successfully: optimality conditions satisfied,1537.3459050655365,686,100
25,455.77556996342577,461.70673286516694,455.77556996342577,461.70673286516694,455.77556996342577,461.70673286516694,Finished successfully: optimality conditions satisfied,1508.102236032486,672,100
26,456.424759133223,462.3054483508526,456.424759133223,462.3054483508526,456.424759133223,462.3054483508526,Finished successfully: optimality conditions satisfied,1506.1859939098358,679,100
27,456.4593764887754,461.9708070896198,456.4593764887754,461.9708070896198,456.4593764887754,461.9708070896198,Finished successfully: optimality conditions satisfied,1064.0084891319275,483,100
28,456.58370951388355,461.97020879955244,456.58370951388355,461.97020879955244,456.58370951388355,461.97020879955244,Finished successfully: optimality conditions satisfied,1014.7993321418762,462,100
29,455.80959887396523,461.6026109557772,455.80959887396523,461.6026109557772,455.80959887396523,461.6026109557772,Finished successfully: optimality conditions satisfied,1184.0438520908356,553,100
30,456.95424452006154,462.2800968213252,456.95424452006154,462.2800968213252,456.95424452006154,462.2800968213252,Finished successfully: optimality conditions satisfied,1104.6885929107666,525,100
31,456.0675751123599,461.5385253779292,456.0675751123599,461.5385253779292,456.0675751123599,461.5385253779292,Finished successfully: optimality conditions satisfied,1124.8029520511627,532,100
32,456.76309611147394,462.02798918988304,456.76309611147394,462.02798918988304,456.76309611147394,462.02798918988304,Finished successfully: optimality conditions satisfied,1330.7583649158478,630,100
33,455.6438278028925,462.644228750104,455.6438278028925,462.644228750104,455.6438278028925,462.644228750104,Finished successfully: optimality conditions satisfied,1240.025456905365,609,100
34,455.1639495042491,462.2146081173029,455.1639495042491,462.2146081173029,455.1639495042491,462.2146081173029,Finished successfully: optimality conditions satisfied,1084.9618918895721,511,100
35,456.0519328223897,461.573220546216,456.0519328223897,461.573220546216,456.0519328223897,461.573220546216,Finished successfully: optimality conditions satisfied,1288.1184780597687,602,100
36,456.72602945360615,461.930875738621,456.72602945360615,461.930875738621,456.72602945360615,461.930875738621,Finished successfully: optimality conditions satisfied,1115.0775029659271,525,100
37,455.78001040993325,462.2049300125807,455.78001040993325,462.2049300125807,455.78001040993325,462.2049300125807,Finished successfully: optimality conditions satisfied,1543.3653061389923,749,100
38,455.4832624649998,462.5937735766989,455.4832624649998,462.5937735766989,455.4832624649998,462.5937735766989,Finished successfully: optimality conditions satisfied,1169.1670019626617,567,100
39,456.31632096837967,462.1972123135721,456.31632096837967,462.1972123135721,456.31632096837967,462.1972123135721,Finished successfully: optimality conditions satisfied,1122.8971059322357,525,100
40,456.3956553646359,462.0343218601906,456.3956553646359,462.0343218601906,456.3956553646359,462.0343218601906,Finished successfully: optimality conditions satisfied,1463.3617858886719,700,100
41,455.8333435498735,462.4494068936624,455.8333435498735,462.4494068936624,455.8333435498735,462.4494068936624,Finished successfully: optimality conditions satisfied,1464.7864480018616,707,100
42,455.391677881157,462.10088205040756,455.391677881157,462.10088205040756,455.391677881157,462.10088205040756,Finished successfully: optimality conditions satisfied,1135.4516968727112,539,100
43,455.8480811108902,462.43712139645265,455.8480811108902,462.43712139645265,455.8480811108902,462.43712139645265,Finished successfully: optimality conditions satisfied,1314.5368661880493,644,100
44,455.8409261838836,461.237891955041,455.8409261838836,461.237891955041,455.8409261838836,461.237891955041,Finished successfully: optimality conditions satisfied,1161.0788300037384,546,100
45,455.1523346502896,462.51198358882203,455.1523346502896,462.51198358882203,455.1523346502896,462.51198358882203,Finished successfully: optimality conditions satisfied,1138.0442569255829,553,100
46,455.2877394319881,462.49889726874716,455.2877394319881,462.49889726874716,455.2877394319881,462.49889726874716,Finished successfully: optimality conditions satisfied,1745.4959971904755,861,100
47,455.4815307643585,462.57565167905517,455.4815307643585,462.57565167905517,455.4815307643585,462.57565167905517,Finished successfully: optimality conditions satisfied,1900.2006709575653,931,100
48,455.62493244073823,461.64339185772457,455.62493244073823,461.64339185772457,455.62493244073823,461.64339185772457,Finished successfully: optimality conditions satisfied,1403.5052030086517,686,100
49,457.0258477242432,461.78544885930563,457.0258477242432,461.78544885930563,457.0258477242432,461.78544885930563,Finished successfully: optimality conditions satisfied,1088.697067975998,539,100
50,456.39756140163024,462.1362407140827,456.39756140163024,462.1362407140827,456.39756140163024,462.1362407140827,Finished successfully: optimality conditions satisfied,1023.780975818634,504,100
51,455.8728713260265,462.11156876704024,455.8728713260265,462.11156876704024,455.8728713260265,462.11156876704024,Finished successfully: optimality conditions satisfied,964.2488050460815,476,100
52,456.22133658074415,461.60509073423503,456.22133658074415,461.60509073423503,456.22133658074415,461.60509073423503,Finished successfully: optimality conditions satisfied,1199.7572379112244,588,100
