aepib,aepfb
4514.207732024039,4959.925622287918
4517.580551376084,4775.170783542259
4519.3745505192155,4934.092561853642
4264.24968942207,4837.785631223212
4298.041241271534,4820.646336382419
4199.91039545974,4934.273510161592
4227.215249814037,4815.241767348762
4536.102829032564,4946.3367221519
4489.255782499781,4890.518607264008
4451.994630795355,4791.304849486715
4213.757822728763,4776.762465708718
4382.074569784905,4734.068909583384
4490.35995608152,4784.541096305023
4481.927846817559,4892.387999742803
4410.696107140593,4783.183602973989
4401.371348206071,4861.863232627594
4376.239183175918,4793.7731471748175
4414.710206499787,4848.50343156555
4378.8247831005965,4780.934145920693
4299.101761566016,4867.460324420559
4483.686267472197,4714.937254775125
4289.85154937758,4841.821640519014
4370.188603643713,4886.1705677676655
4252.973999763805,4748.4611531798355
4199.252665326217,4912.431199916574
4502.519678201176,4864.045120568331
4351.4659089896495,4862.1620280448105
4495.011896705376,4867.256954466945
4306.853153457258,4814.767510138899
4484.806414897144,4734.311071633398
4278.897908047069,4807.798439140194
4477.1373502848,4726.231967662408
4549.070836683655,4899.797015376396
4437.316889818135,4811.092387491413
4260.316389365095,4831.7749313805825
4486.311864429289,4974.587330886548
4493.912140885784,4746.293668623005
4440.55721798181,4771.078138129921
4471.4753855358085,4925.9859627841115
4287.663832724767,4883.950250244009
4432.578624143508,4854.523987607941
4508.700846045353,4752.331349288805
4346.628383926424,4749.723247534881
4418.929054856444,4794.188113687065
4528.614656487037,4789.351825479316
4366.436407784267,4768.041404327398
4263.285541458824,4772.127769364573
4334.515474511953,4936.298171995759
4474.936560336754,4947.380882166418
4514.284102975272,4812.276040754095
4334.115986463994,4812.704250013445
4267.4125585340935,4735.999249972602
4460.636288449346,4786.591857684847
4272.515276934556,4793.409720226249
4502.357985134736,4823.833825291477
4251.011263968177,4945.5534674066375
4380.474499679819,4884.684689227284
4453.558615868096,4766.439770585099
4471.237466666161,4787.551286634196
4412.643082793829,4831.654045250751
4261.961543438099,4796.408899844884
4424.4954310362145,4939.986158990968
4511.6293244958715,4818.592571684423
4464.776331704722,4828.135579970912
4512.537016952599,4777.770390017466
4490.781379836107,4967.939118000956
4446.283975363933,4958.312677125029
4512.259179227958,4902.735352148663
4512.987523170662,4832.073369328542
4452.387280361457,4755.909221549739
4442.851380381071,4889.013858691029
4203.470475604001,4750.933586487013
4222.21655268888,4816.586154590438
4494.983581689268,4798.127307262099
4411.092794677604,4669.28180568736
4464.821227762696,4745.404239271449
4357.908599031918,4825.828884578719
4447.195038675605,4844.82961255174
4525.137657264215,4830.418417783514
4315.843344036549,4835.52243966175
4505.2064992737,4854.606571147551
4366.364154706093,4849.402537806348
4481.662014022632,4862.328930216191
4449.922228981397,4900.219609489242
4506.883847399317,4827.050336592492
4260.505529735357,4852.45545039071
4232.21029886401,4871.739613967703
4196.817550661226,4874.6372816189105
4496.812197923944,4805.547126788815
4483.889452034601,4804.3332992351825
4444.429256743861,4728.864812296269
4552.8645662619665,4744.996787142986
4424.884948609319,4623.966026481186
4420.789682759697,4811.362378391136
4529.586356164075,4850.449241993884
4306.677947343124,4726.324628251044
4458.4875087471255,4804.272474339801
4505.936343077592,4896.792097666158
4513.8623003219045,4822.969865459435
4196.372830488301,4798.8220615806285
4419.0455772045325,4882.732493462703
4488.861153211663,4860.979765316886
4447.553280933579,4894.130956207543
4500.086843828493,4807.959047878542
4237.722922659802,4832.86569559068
4219.634129140312,4771.866797789112
4453.1183510538685,4844.811378405133
4487.348382954725,4809.148499466948
4495.892380911254,4913.0581021984435
4526.987073054492,4939.055156400009
4423.653111340642,4761.609376827657
4356.865371174291,4791.686190629859
4422.6958475659385,4812.183840077253
4235.953993720178,4854.225435732649
4407.229075742798,4856.09984277546
4423.5179284698825,4850.608623722424
4342.440378264921,4756.394402983185
4495.595895604965,4832.512277947681
4403.670930905161,4837.821788712361
4466.316887145321,4819.739793351826
4488.183761434518,4830.0699898923485
4516.69628986246,4942.76951373464
4486.114776378161,4922.555949439692
4481.154655627518,4802.721261267204
4494.508537824452,4789.0906095063665
4378.013791006466,4732.380323325725
4460.256851790189,4800.0034828751595
4308.053323377231,4762.13055993577
4541.770940088967,4817.468180418705
4498.331509901319,4772.355903695286
4343.981646467076,4811.250565773775
4515.2447449431975,4830.495520547969
4534.187863858094,4800.431630832296
4524.786243121242,4937.241283114128
4414.18660543037,4794.079597750142
4475.054207081018,4822.357624468218
4364.6611928609045,4817.671220974492
4210.877632995422,4859.257586601651
4238.453372957929,4758.776398987161
4480.100117506789,4940.4743838391405
4454.126513497133,4846.6625913463495
4289.96970487503,4948.400478634224
4451.67336836016,4829.1568591586
4413.141115996881,4872.550498592204
4442.575702455589,4786.414059952839
4361.923287661955,4899.701330382205
4448.656577515268,4811.531991764066
4217.727299511671,4889.742811431814
4346.086439114834,4791.36903736363
4478.454881722862,4909.726274785998
4296.466401522153,4892.208375972325
4427.776954995838,4900.91609830814
4383.2226204553635,4916.457245506198
4468.760412450644,4813.844039218568
4189.417000822067,4850.416119915162
4503.499970313178,4807.630109434365
4416.043984088933,4808.296352315887
4242.633199539587,4925.27951542706
4501.785800754161,4943.565545337039
4336.19856071881,4878.524172924104
4526.483796159863,4838.9908426744505
4217.53177793109,4873.841896025463
4463.839171718005,4927.983037341793
4472.351879482814,4773.212185183936
4204.442060445984,4791.948023359015
4499.3443200911515,4810.461437046649
4528.031600341834,4960.487908620683
4483.009170008225,4589.481868656613
4456.464030220347,4731.582930933204
4463.604124223378,4814.162367220395
4495.2158723058,4759.733795171894
4470.130143679284,4680.2769597725455
4461.608044813507,4790.084848669546
4406.912923716117,4721.376966186507
4394.196184475538,4630.038390176612
4421.688271373158,4837.265453559191
4384.160073053962,4832.942638560084
4495.43679026707,4934.031500867483
4514.769585268971,4826.668407432827
4505.263200693248,4815.737736116682
4390.449808951509,4907.167955654178
4428.736978566509,4731.5223870581285
4392.333759062539,4846.153957802852
4352.1900115230965,4740.042746054624
4359.69066788892,4844.637062374051
4410.848238582635,4837.514790207998
4493.286589477713,4750.669163828558
4425.639235633757,4833.454794770656
4518.085749247535,4789.307707487424
4439.158759277875,4778.792138176649
4260.9463110630295,4819.726374845782
4457.882462384097,4786.104879248247
4516.682137209137,4751.450316225533
4241.833144043011,4914.452494449997
4371.905025177344,4787.7767997342435
4443.726262060671,4723.265614210929
4479.329251893073,4942.78870814784
4413.580950125961,4928.942101964273
4518.672412950252,4905.4878991712285
4487.264191680904,4881.968307113584
4404.911980743641,4918.2412696085
4413.709132762836,4749.416283180774
4345.890055126003,4816.905559011194
4388.1254539259535,4756.044875879576
4541.7485804716025,4788.373072014779
4419.682420461766,4917.05073191911
4427.040882963235,4909.625873886552
4394.455654221693,4945.226810551496
4393.939928448069,4770.712070219908
4431.571909519975,4867.250549801353
4500.704483171741,4796.986730704163
4259.189511019201,4826.163501857345
4458.858201698319,4947.871408726332
4380.958761469768,4823.559827610191
4347.07207813156,4931.961042843442
4392.295510902512,4826.800304640172
4514.297894405006,4873.639817106921
4485.192465314543,4860.232422805862
4480.252042561013,4827.288071446507
4491.95699269219,4867.577731793096
4433.154459590032,4767.597013113235
4492.872057421164,4829.535378831152
4280.543760504801,4802.182368520077
4390.472538349502,4853.561569272615
4227.06000076189,4780.897042505358
4360.6111171126095,4854.100182792878
4531.706176183153,4706.34482414532
4479.998429857518,4819.093373035415
4539.7956319046325,4738.964943928256
4490.265039966684,4887.29518211239
4489.563509542849,4921.066470896928
4291.354638786079,4803.393471394804
4484.3222492852365,4678.526800558751
4226.947821499843,4765.877645809689
4422.1710935562505,4813.341799916609
4234.489422139275,4865.525962063767
4409.2993787140895,4821.978433460757
4517.781445763474,4808.3847408425745
4418.588966514198,4777.907511861843
4457.85565856005,4803.8062799594845
4237.835587988849,4779.339285412669
4431.626131863916,4751.829707237279
4443.02867766811,4740.716144067332
4495.871826333562,4874.53556710921
4508.402722311516,4800.4988558670875
4491.682848915172,4774.26306961602
4307.77690071097,4735.172647641993
4489.725651519373,4885.325449697838
4332.727453281074,4898.548279626397
4429.957874366372,4804.487644371286
4189.779691472292,4826.114772291326
4486.0078777070585,4976.207185119944
4399.445884627706,4825.100550667481
4411.527242397343,4837.944552372106
4447.056564535399,4846.9643448805155
4488.942401547513,4724.686430714819
4391.665736442484,4932.463287625315
4262.788146621527,4797.314062201748
4220.223506074019,4766.15774378143
4261.480828027455,4901.464177487471
4457.308658767377,4817.479796322191
4361.774238346153,4883.43287813725
4431.681105139608,4836.4704803423765
4381.562828364872,4680.304097952557
4258.30172370454,4778.275824945268
4433.789764733577,4869.148310021858
4396.502069107298,4868.843726181486
4306.0203242463485,4796.9331358039835
4389.184919398628,4840.044614730677
4514.068242877258,4736.003544357513
4179.007622886307,4782.1699638053515
4405.227209419092,4873.988277592849
4448.693277220846,4933.944744475324
4352.589512479207,4812.10551113534
4519.063033456562,4868.60923518745
4393.8917711470385,4801.167662529559
4393.226118329939,4843.0055539152745
4508.661663924527,4790.368747506102
4524.957187599941,4806.614494253762
4525.480665274763,4742.8111040002
4209.801860454427,4825.488869008745
4446.129717078888,4931.666811864427
4480.395107509254,4781.254483601831
4427.902777395588,4855.800922821809
4431.916856426368,4840.747086865047
4342.561591183787,4855.074020984021
4433.551169035349,4917.377964648549
4425.123143488884,4929.887988340279
4347.21832056209,4731.4941874989
4314.168567670336,4884.912320585345
4224.157254330426,4828.738928732228
4446.773101170792,4800.7227367805535
4510.379681558016,4798.996765886022
4455.7830070643095,4804.309955976466
4268.483976481668,4770.70703714898
4425.841564435009,4773.839283590923
4338.125730036937,4806.039974978044
4479.498176886614,4936.650091544063
4221.980191493204,4833.3733523531555
4295.506549103297,4818.235865138022
4496.497811714961,4945.985600882525
4485.377412117954,4887.216510688713
4351.978870677501,4778.280284915197
4512.093916832444,4761.662406088905
4236.456932892043,4896.076877629047
4320.543893326366,4817.979536420159
4521.7042069940135,4864.696408187476
4482.844280943037,4820.266781297649
4449.191802287299,4747.842978011084
4353.447557312705,4805.286259198182
4498.796946213985,4854.806369464265
4501.8970798966075,4764.514641165978
4495.693647519271,4637.877388902969
4336.716334155061,4630.08468391165
4517.699140228274,4862.203437836522
4338.998879246643,4836.451523603224
4398.003639268696,4874.272271494992
4447.881835958489,4897.466695991996
4179.8605120250595,4831.0570702287
4466.371073705783,4768.952238660611
4339.316425228113,4771.526448984029
4512.430305311916,4809.571202507491
4492.929789991513,4828.452891637438
4504.090593053589,4760.0686703136325
4451.44892835842,4752.860092426083
4514.744058776295,4766.2485300337885
4528.136384528119,4825.243699650143
4451.4284153428225,4814.613614849719
4452.778472868501,4810.586313911848
4436.853153709989,4852.80144674393
4267.748042386098,4817.666375041557
4523.389737900625,4841.366254837893
4477.25335131097,4755.275283826438
4461.639410501413,4820.65496972972
4409.013903209122,4913.6231873772595
4501.580938027541,4930.738595855822
4480.6158815919725,4830.051938913677
4456.095188226608,4760.549167956507
4199.928759097939,4825.914430593512
4482.728793190569,4814.623671172595
4482.153776563456,4701.612483386591
4315.611168416527,4859.285660066608
4442.74607871511,4912.257517430786
4487.047790964745,4674.671859449144
4457.524227746548,4810.8317426766835
4440.513142997586,4908.173450830054
4544.174342590184,4787.056745531546
4466.671848982188,4917.176332059055
4472.566797811034,4861.537531074512
4495.179812895724,4752.465531756693
4178.437400395019,4870.595779511339
4224.529674932233,4835.076970175434
4482.1087238816945,4845.574929039183
4281.632555168084,4883.570754862442
4323.146273328893,4851.747851676404
4291.421896040073,4856.66735215874
4393.69941193808,4753.565191614578
4419.34771748326,4870.431331769922
4511.82890674161,4833.760859000146
4497.9208695930765,4747.068864064469
4244.038855173655,4763.203575132408
4458.329905953522,4882.145043611543
4370.990613247788,4935.844787891584
4488.563605447894,4783.921723495805
4425.26860016098,4694.248938533639
4387.86919833962,4811.124012375207
4271.250792413185,4858.819522472297
4420.638726707218,4862.987985195564
4270.192868222121,4805.341453169612
4488.131140300796,4922.698676257433
4482.130932085432,4744.42397272424
4253.220595699254,4885.712450309986
4443.247638606053,4818.806314998803
4501.056158602749,4704.941292289155
4536.009221399434,4824.6137715972045
4467.4926173694585,4872.280028894225
4264.042675030124,4940.0531733532
