aepib,aepfb
4506.470346154135,4787.48109736216
4456.41297861073,4924.408248266384
4526.808995572399,4955.815229685908
4228.985731581724,4789.732723543227
4248.489202852989,4807.438193733521
4250.19865427867,4795.428328407926
4515.406868953905,4761.502180701145
4454.782098194026,4853.093991464434
4512.213556925504,4737.257226540447
4398.026558173288,4786.31751515886
4488.354065105066,4949.675109680632
4203.011774383908,4921.195399475823
4343.903266644497,4898.167214887274
4427.2198770498735,4811.263766895413
4517.240877475489,4937.866903977779
4303.6847598111,4909.745242247318
4228.143927122774,4752.465913602739
4361.947893764782,4863.758199769106
4498.203895502882,4761.022451130036
4371.67503694996,4825.305560894169
4396.076143690949,4809.9684803776545
4338.121444628958,4916.476439367706
4489.769522296683,4789.419112511079
