aepib,aepfb
4207.407454316344,4664.912808283042
4336.07451054309,4786.158289183214
4292.519825548859,4760.862605809558
4376.330910297679,4754.611464382254
4102.424893971003,4759.077590293727
4410.409667322803,4777.770110316346
4324.690946673988,4805.588738865216
4154.70276785093,4662.605996848161
4408.761088893695,4722.018032766126
4246.2794363726325,4848.6058568670305
4432.930149071167,4742.5729193819825
4130.0767429454445,4647.855462117938
4371.466298968834,4610.484874946864
4379.8522911081645,4805.816307578424
4117.154463089807,4661.432037928
4406.313686059942,4751.0585077734395
4434.423410937837,4815.117376464028
4390.2714551785475,4754.687104085502
4364.261048538299,4659.609853885808
4371.432144605591,4613.930910221948
4402.263560551595,4696.028504535981
4377.628423640669,4707.817713486444
4369.307862173405,4719.938112743785
4315.678342894197,4753.452695503417
4303.184899926156,4687.602779451919
4330.101759503837,4577.6855731900105
4293.356004435207,4756.922937791266
4402.475290385924,4666.763667541413
4421.442938223135,4686.218126742484
4412.148731375109,4725.838268330106
4299.488415485383,4730.346023297879
4336.988506699526,4753.199728158852
4301.3559024574515,4758.83672530502
4261.901879109214,4744.25769423114
4269.469278762397,4708.461136222171
4319.526059266744,4823.274974430374
4400.361286550592,4690.610966257479
4333.97264007396,4709.506945147024
4424.652967854893,4660.375888631921
4347.338582495038,4740.0507460299505
4172.657088783326,4824.674630476497
4365.629611035667,4725.30652868666
4423.328253821084,4683.042369799153
4153.872727657664,4721.054735543771
4281.344987078015,4783.862808677018
4351.676430695543,4575.275449356415
4386.651675857353,4856.453472676325
4322.154823552287,4685.387773491484
4425.236356508994,4731.7839073655305
4394.457612673655,4855.8169341694565
4313.730780795569,4812.320627467076
4322.263640939999,4837.084267768555
4255.922464864486,4645.30250391914
4297.250738231948,4723.970563518059
4447.858758754024,4661.911002412764
4328.204088901496,4782.4761021692675
4335.39584270824,4769.382921534477
4303.5227040644595,4812.95411167519
4302.845880767769,4848.164104843142
4339.892596585265,4789.381286593831
4407.635135965976,4630.818014202499
4170.8335818150135,4643.039361746331
4366.552179841755,4849.867631346742
4290.308070225695,4733.110847135417
4256.960733717794,4819.771799339701
4301.351284537271,4739.683168031697
4420.990572782974,4681.490158173813
4392.4494525249265,4817.935351183902
4387.569560284289,4642.512513446137
4399.105151041168,4665.333724079222
4341.496193134805,4845.247916782144
4399.961672456585,4798.293050643468
4191.7568870528385,4755.180160337002
4299.514878393821,4608.565555422831
4139.319866040366,4759.9837838712865
4270.2368689002005,4810.402912525291
4438.017131399447,4755.842627240001
4387.371279467054,4729.122866259546
4445.910587786017,4734.275857243221
4397.361138013156,4702.274848304462
4396.760548199623,4841.916188066483
4202.411197921459,4824.0889981518985
4391.5074929996035,4689.768806598253
4139.275505534469,4846.291574939025
4330.668100563608,4820.6214312967095
4146.736681464467,4793.764953835688
4318.014900318532,4716.280239996997
4424.347700692696,4664.102658134523
4327.134655325873,4826.340829470507
4365.677893700691,4849.955337449455
4149.879152194441,4672.350852789997
4339.888286330252,4700.791972542551
4351.050103275608,4786.105204954378
4402.9383088462,4606.279814184226
4415.200554024622,4683.789069100793
4398.888424373855,4712.269908467181
4218.4316667096,4818.045202294535
4396.959159613327,4724.073802790983
4242.994348356228,4609.736693729554
4338.339820101476,4707.050227420317
4102.823842731804,4727.567521468554
4393.229263828235,4859.8915469063695
4308.367180083564,4760.989685134141
4320.174669205363,4783.263588215651
4354.978668791368,4693.3421539850615
4396.147573606687,4702.587981408465
4300.687496068617,4798.417024769698
4174.400677271065,4708.990818652338
4132.731262163003,4651.1687687204685
4173.069558618985,4812.439584376524
4365.059064755564,4832.336757570552
4271.406472253373,4673.267559161235
4340.14092007685,4727.885318771707
4290.890150592001,4717.925301661021
4169.913294280291,4639.40129041575
4341.971099870397,4730.911876140206
4305.434633948798,4745.277537699099
4216.708948176772,4718.055275741025
4298.294943971855,4713.965981922568
4420.70123814916,4714.509929320187
4092.217072570207,4813.337279195181
4313.9965736094355,4801.607140570626
4356.646822675949,4822.873116526001
4262.471789430563,4833.479521202556
4425.709247945378,4759.13029433247
4302.897888991235,4659.2191471631095
4302.21975089342,4822.644008185562
4415.486919846799,4689.0650529572495
4431.392801762761,4478.819217135693
4431.894453301743,4785.759775771877
4122.4836396262,4802.197950492924
4354.2461579425,4717.863242720692
4387.689473235586,4674.218652543527
4336.209847693144,4810.232110070044
4340.162955923013,4683.847008570825
4252.43641867603,4824.0856629768805
4341.795168993957,4698.989992594216
4333.565784823437,4714.00636492236
4257.141108982415,4638.514970109692
4224.7978967819345,4703.075902781185
4136.59915332605,4696.6916274434025
4354.764502381537,4757.0000480268955
4417.106634163516,4733.638088158328
4363.725571921975,4687.413760526377
4179.969372511581,4800.8043270540775
4334.21264213492,4702.047900987067
4248.253216415643,4745.853367238155
4386.833489649734,4810.444931738381
4134.4338122902445,4693.511774386221
4206.344125482388,4757.140602163762
4403.5691696218355,4810.637432811289
4392.584000116849,4791.462697872206
4261.833842853877,4681.683256111886
4418.787164251888,4735.991936249057
4148.610064596036,4626.985091455642
4230.995764402285,4780.5097382654585
4428.262682448568,4699.895697003546
4390.074748366752,4716.359412534314
4357.09548775532,4842.955536486261
4263.1054929645215,4771.4377043259665
4405.764983337537,4689.173104445654
4408.80661835942,4656.952609616755
4402.724390861921,4757.716786931582
4246.927559175927,4703.267006228297
4424.291733911743,4750.900394755632
4249.134400365154,4634.74966255122
4306.947187944359,4730.749625933846
4355.819623666016,4662.9215993473235
4093.1395790729675,4612.96654717658
4373.955762309346,4763.948369848868
4249.339984533044,4670.541918857546
4419.136011124979,4660.232507243192
4400.037522191556,4690.306299579457
4410.902329087084,4573.993403648492
4359.311008544111,4691.505288550089
4421.385319428177,4799.556398349568
4434.499862524457,4724.356938826326
4359.3309233441605,4791.878049870425
4360.62116645318,4700.038064157329
4344.9980085081315,4630.262464296593
4179.251117662948,4684.528830432051
4429.821307282392,4759.847106655871
4384.578380326389,4859.493938363136
4369.305028757264,4780.568728007104
4317.760476112301,4756.274925480096
4408.501044594858,4765.046323668371
4387.899547144458,4758.537205489863
4363.857810760056,4715.827941654128
4112.708371504202,4680.315050502227
4390.0009283553745,4708.938497798665
4389.41390507131,4695.786365210529
4226.066978675886,4696.055667520263
4350.753329254437,4798.790942659104
4394.175918606901,4753.4907476967455
4365.390454091104,4856.096434994357
4348.597556054171,4785.766852873543
4450.237236166092,4602.719531165731
4374.234323057694,4788.800350970646
4380.026373301914,4733.404904778155
4402.19177333592,4752.089271991562
4091.713292172796,4718.015740596754
4136.835355680827,4841.086693520644
4389.416594794487,4628.831249523347
4192.766603392903,4811.890649949838
4233.570244132908,4599.90177689495
4202.376155199668,4789.099813854112
4302.7777786932065,4728.255436597828
4327.781895334353,4753.112823826257
4418.550725952457,4706.641619934546
4404.901278487814,4782.139371925437
4156.010502563033,4595.164613963591
4366.032143698095,4614.912931758792
4280.5287232955,4812.976423876632
4395.764341839767,4690.078012476915
4333.603143502191,4837.01387760176
4296.855894678922,4777.6615560631
4182.734714395228,4806.144870205498
4329.103187023946,4688.977888504671
4181.608631647112,4701.4852984080735
4395.326881318305,4832.574988930854
4389.361277686253,4846.313600338263
4164.992493181562,4695.157591637992
4351.271021507905,4727.3846722061035
4407.9598788063695,4609.78101896005
4442.235328514504,4688.966658569765
4375.047910067185,4725.5335411847045
4175.613449251317,4754.3378241253595
4413.282686665471,4700.7903497977995
4364.204203203863,4631.694277263422
4433.275115878109,4730.467600441395
4141.233962656311,4759.685503573642
4160.345817772656,4819.474787962746
4162.089653686425,4721.374949653423
4422.0226992491025,4849.0409766640005
4362.601331969103,4863.819773227224
4418.921889580125,4816.892446222192
4306.973638206465,4763.173890553489
4395.535238560757,4789.318851832346
4115.830137292987,4760.413855174519
4253.958382856812,4718.271462508269
4335.514270225104,4800.635583326629
4423.895707324502,4724.233282929298
4214.474849524289,4739.596594183914
4140.379200281436,4653.168122078643
4271.450067877794,4491.497030820536
4405.160181479677,4704.351464786357
4281.078796682338,4846.416829307823
4305.042017967812,4717.266535508322
4248.187604133065,4840.787805465635
4396.925467638636,4627.8988175214445
