aepib,aepfb
455.34238751743504,490.34970860155806
447.1231780433863,495.4864712786289
460.0194431793291,496.5819599459909
457.07824796034157,493.24319155076955
456.23948461001186,492.716412330316
455.5886955006573,498.1653190858051
463.9577609561257,495.7063465911346
457.3420150412991,489.5081867194106
461.7645095626256,496.4509792571995
444.2968732381812,496.6196824712578
459.86910215964235,495.9455477150248
462.4821301060936,494.6997068738816
451.572285487265,495.8360958783208
460.91251211633926,482.212400238141
460.9093226731186,494.6028751230711
454.82701744669254,494.03299270939266
458.08542552812895,491.37798244296977
462.3679387629387,496.61665728006915
462.7227991123489,496.6922947264218
457.27044057027143,495.82316663260684
459.24480047873806,493.93134113055214
441.3045509051345,492.94019204564785
446.01291605780955,498.09519820508376
460.8033499949236,494.03340439934885
449.1376290660426,494.96678229172636
449.2676816668745,495.2927838721465
450.0442345271171,495.45571749604346
453.01904391166033,492.3099463707279
456.16405116291565,496.8641287933248
463.2094876385216,496.3896240286693
459.49759838051204,494.47476702556867
444.90927066221303,493.96241243727394
462.1069618373084,495.6486682979712
452.2897857826472,494.60972404307097
460.1210467050675,496.6247776382127
455.6528247322514,496.910617234602
456.52008960924707,498.02568887233366
445.06342240240116,489.45571488542754
453.9297555958087,495.76749106986165
448.1528083404503,492.94103257601745
460.4158490389108,491.08790170213024
457.70167573414636,491.2107362742931
446.4579671739288,493.27717010708767
456.1478030871496,494.09398925692636
460.4877729331115,495.646117294939
461.89747033335306,491.0973872790876
462.35942724938013,495.3375466163373
446.859690251408,495.24009607722405
462.2400117884731,496.586057919716
456.9426541523819,497.9538344894015
460.48287276731435,491.591304192274
445.1389986275867,491.7255131561055
445.5342825138827,498.000497753683
444.77809771925763,492.7336699364092
461.33586972189835,495.8737217700197
455.60290791435517,493.4302750023074
463.5069737920796,496.58098406057127
457.0025056873924,488.57962428444716
456.91995909301215,495.37736771510214
442.6014081834843,493.61475578064596
450.57674667315933,490.8703907382984
456.1490114842605,498.09542555512155
459.91733898955545,498.19585162755925
449.98506446050766,491.7526720209804
446.1356381111399,496.3683627369123
455.049443697427,496.6953907012168
459.12807506496256,497.9188734878459
454.31274594872906,491.91497577171094
455.82531830530064,489.2141022932856
452.4038265044824,494.546985267676
462.81631487533207,494.45747611514446
