ID,V,TI,CT
1,6.376877414223321,0.17946200447207591,0.815349739316259
2,6.369755675435961,0.18011354523548925,0.8156542941540652
3,6.44491690363707,0.1721376771601804,0.8124838902849456
4,7.4482560151379085,0.15445752388984615,0.7750472191037977
5,6.428052777155347,0.16874865920597756,0.8131878537995844
6,7.451250728493387,0.15445752388984701,0.7749490450729546
7,6.445782821016265,0.17212057247511506,0.8124477440758724
8,6.342940838852031,0.18018684287506273,0.8168010068390507
9,6.932290983267635,0.17210079316211443,0.792846595580687
10,7.1856552769620725,0.10809710074294746,0.7840067231906684
11,7.846085984637527,0.10810496967958126,0.7629074778241625
12,8.117561381449002,0.10880946873626533,0.7620929940139257
13,8.172763994192668,0.108,0.7620929940139258
14,8.172827948969147,0.108,0.7620929940139258
15,8.172763448926776,0.108,0.7620929940139258
16,8.117255775315147,0.10880946873626535,0.7620929940139257
17,7.847375324568635,0.10810496967958125,0.7628991490197482
18,7.185385279520388,0.10809708892719411,0.7840158932204112
19,6.9297921041575465,0.17209406318413406,0.7929361986879424
20,6.318176708854013,0.18041368295522264,0.8178600228771487
21,6.496010052117487,0.1722668105445722,0.8103510960120124
22,6.587600715774399,0.16269610912983393,0.8064990848108905
23,7.836970394305975,0.14238091498238578,0.7630652554234543
24,6.476337105260326,0.16929069194318394,0.8111723088289277
25,8.08498009788133,0.10907420807937877,0.7620929940139257
26,8.172832467049007,0.108,0.7620929940139258
27,8.17283248192895,0.108,0.7620929940139258
28,8.17283248192895,0.108,0.7620929940139258
29,8.17283248192895,0.108,0.7620929940139258
30,8.17283248192895,0.108,0.7620929940139258
31,8.17283248192895,0.108,0.7620929940139258
32,8.17283248192895,0.108,0.7620929940139258
33,8.172832467502667,0.108,0.7620929940139258
34,8.084795380771654,0.10907420807937875,0.7620929940139257
35,6.47918790171904,0.16929069194318394,0.8110533073083466
36,7.837359548877841,0.14238091498238578,0.7630539047954709
37,6.58551282496262,0.16269750522476478,0.8065873355291227
38,6.496387724425597,0.1722824050425229,0.8103353307409391
