x,y
100.50318039270029,-6.244657333685133
657.7257460209535,-334.06254843444117
475.8799118518173,600.2975897793546
-287.331368423407,599.6123089232502
-686.8588954072976,295.3660696224782
-632.7179857252776,-404.2395254050694
92.95272650013764,-778.7708794946222
-1285.6430601399607,-103.49527155183782
-1236.548728275711,-874.4470464899797
-494.0961036242813,-1156.8940166914829
160.24837809575882,-1547.203542280202
719.8284221626568,-1082.648844863285
1366.955539743428,-622.9494374384757
1346.874661008991,63.289765967401316
1219.7605630037042,714.401697934453
769.3957888397318,1232.7952669968554
-31.03879373259414,1252.824556003865
-685.5545250325422,1255.1148810715906
-1406.9383668924652,591.3537736390668
721.5944830716304,-1797.3579615648596
1400.2002515028998,-1338.1455435382275
1585.5856396740396,-930.6269902461947
1885.5577943823037,-222.90612813270778
1879.7449576303886,466.6402621539707
1753.5960826131595,759.8500159475014
1435.9377213593762,1299.721931944384
1090.669001035046,1466.549619185943
221.38050205371422,1898.4032710459626
-453.1924626717286,1883.0323501675518
-912.7590386168033,1593.3390185339233
-1498.819812039932,1180.2083299707715
-1732.9210013353195,743.4562632727644
-1921.0506624419859,246.49258068186757
-1861.9695460791586,-533.163811106652
-1553.4851410011208,-1090.1207351869143
-1113.1451508004789,-1584.9612339894559
-407.01158499639655,-1893.5511109232623
188.12973520338775,-1892.596377802883
