x,y
142.31975372213287,-46.08313058490733
840.4036879468127,42.76426787496262
500.69962397317244,538.5382841788768
-217.9237585800931,525.857108045333
-702.4552207506464,-230.02608861705502
-311.288518158765,-786.6848089339951
502.7038102730706,-595.5371617256005
1521.0535491940502,78.98334485930516
1160.6307915443776,613.7395237559424
737.3688795794012,1245.0869089686687
-424.8258327453033,1805.5849879572727
-743.3975766318808,1211.3642657365433
-1773.2282511703224,565.2146301915398
-1137.832376567406,341.4780280387263
-1016.592903833402,-795.8491301214265
-677.9343562462572,-1411.9621439859184
60.798178050879315,-1278.9409770080988
967.3147514979267,-1179.6692517631254
1269.1939231609608,-460.13718894873665
1904.7423832182374,118.88092394596306
1808.4690585977264,693.2776531167593
1401.8156079516773,1249.9350903288184
1171.2276669879063,1542.5368690020998
621.3371059282358,1827.4214950428202
291.51417040523506,1801.3124133191043
-780.8180575912339,1772.432622418229
-1186.0350134041937,1435.4131285767523
-1532.5811133044187,1184.2252198478632
-1926.0826167223674,203.46988377853882
-1837.6784350959576,-294.3417113700924
-1751.8978461266577,-825.8620809449511
-1283.2838526077921,-1450.6470258763618
-822.5985036777491,-1719.1748287185724
-300.06386001956383,-1913.4147276483595
547.3136508058886,-1857.8595231584486
997.3938174666976,-1582.174122074803
1610.8791580106224,-1065.6209363136195
1893.806336962846,-405.82237380293066
