x,y
-33.722322659268706,11.4484354100197
-334.94225781852407,-664.8194303079142
394.42377878616645,-626.3368442123168
700.0148623123565,77.52836810767798
287.89200400102953,694.7808924300141
-432.1292896673204,600.577937802409
-742.1274573384354,-61.29139183273275
-1128.6907790100543,517.3216471571757
-1494.281613845325,-135.6038067651665
-1024.6854984253275,-711.7292654829523
-639.9358048337704,-1347.5408740702521
90.39005637676877,-1240.6420220968914
844.5592162425668,-1232.751794546857
1121.2155693358484,-582.9814606596445
1462.4469253870511,147.53132792970203
999.360766047863,774.8314191099205
614.1741589710258,1351.1733668990566
-111.16762107366878,1241.2830853907667
-858.7820911928096,1226.230630709596
1848.910266686066,-33.59294268711565
1809.5163819011568,390.79570758057014
1761.6598892842578,804.8284076748635
1292.004864329791,1442.8851900371542
783.9565125496092,1717.0075550097906
250.31212163828258,1920.5567249368523
-577.3403732998835,1848.7489643458487
-1080.2032455822539,1542.5241362768036
-1536.3837343606708,1179.2876587705746
-1895.3161254137765,398.7117085950668
-1878.4668328771763,-167.34299792720924
-1791.8290240410963,-735.2164948833822
-1315.681808397851,-1421.3291420354262
-804.472214976763,-1706.672258517239
-259.63355508751016,-1919.3188812231797
576.3551798440474,-1849.0562315021727
1070.6806203544381,-1552.4059138010427
1518.8225059155602,-1201.8205918074493
1879.0469293877295,-469.44316486684363
